PMID	Title	Keywords	Journal	Institution	Country	Year
32984289	Evaluation of the Enzymatic Arsenal Secreted by Myceliophthora thermophila During Growth on Sugarcane Bagasse With a Focus on LPMOs.	"LPMO, biofuels, biomass, biorefinery, enzyme, filamentous fungi"	Frontiers in bioengineering and biotechnology	"Laboratorio de Desenvolvimento de Bioprocessos, Departamento de Engenharia Bioquimica, Escola de Quimica, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil."	Brazil	2020
31802333	Improving cellulases production by Myceliophthora thermophila through disruption of protease genes.	"CRISPR-Cas9, Cellulases, Mtalp1, Myceliophthora thermophila, Protease"	Biotechnology letters	"State Key Laboratory of Agrobiotechnology and MOA Key Laboratory of Soil Microbiology, College of Biological Sciences, China Agricultural University, Beijing, 100193, China."	China	2020
33043425	Effect of Metal Ions on the Activity of Ten NAD-Dependent Formate Dehydrogenases.	"Metal ion effect, NAD-dependent FDH, Reaction kinetics, Structural analysis"	The protein journal	"Medical Biochemistry Department, Faculty of Medicine, Istinye University, Istanbul, Turkey."	Turkey	2020
32149262	Lignin-Based Pesticide Delivery System.		ACS omega	"Institute of Environmental Biotechnology, University of Natural Resources and Life Sciences, Konrad-Lorenz-Strasse 20, 3430 Tulln an der Donau, Austria."	Austria	2020
32380451	FTacV study of electroactive immobilized enzyme/free substrate reactions: Enzymatic catalysis of epinephrine by a multicopper oxidase from Thermothelomyces thermophila.	"Direct electron transfer, Epinephrine, FTacV, Laccase, Multicopper oxidase, Thermothelomyces thermophila"	"Bioelectrochemistry (Amsterdam, Netherlands)"	"Laboratory of Physical Chemistry and Applied Electrochemistry, School of Chemical Engineering, National Technical University of Athens, 15780 Zografou, Athens, Greece."	Greece	2020
33292403	"Characterization of an AA9 LPMO from Thielavia australiensis, TausLPMO9B, under industrially relevant lignocellulose saccharification conditions."	"Cellulose, Corn stover, Enzyme assay, H2O2, Lignocellulosic biomass, Lytic polysaccharide monooxygenase, Thielavia australiensis"	Biotechnology for biofuels	"DSM Biotechnology Center, PP 699-0310, Alexander Fleminglaan 1, 2613 AX, Delft, The Netherlands. Federica.Calderaro@dsm.com."	The Netherlands	2020
32300998	A simple approach to mediate genome editing in the filamentous fungus Trichoderma reesei by CRISPR/Cas9-coupled in vivo gRNA transcription.	"CRISPR/Cas9, Filamentous fungus, Gene editing, In vivo gRNA transcription, Trichoderma reesei"	Biotechnology letters	"State Key Lab of Bioreactor Engineering, New World Institute of Biotechnology, East China University of Science and Technology, 130 Meilong Road, P.O.B. 311, Shanghai, 200237, China."	China	2020
31078793	Direct production of commodity chemicals from lignocellulose using Myceliophthora thermophila.	"Biochemicals, C4-diacid, CRISPR/Cas9, Consolidated bioprocessing, Myceliophthora thermophila"	Metabolic engineering	"Key Laboratory of Systems Microbial Biotechnology, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin 300308, China."	China	2020
32586235	Creation of Chitinase Producer and Disruption of Micromycete Cell Wall with the Obtained Enzyme Preparation.		Biochemistry. Biokhimiia	"Lomonosov Moscow State University, Faculty of Chemistry, Moscow, 119991, Russia. oasinitsyna@gmail.com."	Russia	2020
32653619	Enzymatic versatility and thermostability of a new aryl-alcohol oxidase from Thermothelomyces thermophilus M77.	"AA3, AAOx, Aryl-alcohol oxidase, Thermostability, Thermothelomyces thermophilus, X-ray structure"	Biochimica et biophysica acta. General subjects	"Sao Carlos Institute of Physics, University of Sao Paulo, Av. Trabalhador Sao-carlense, 400, Sao Carlos, SP 13566-590, Brazil. Electronic address: marcokadowaki@gmail.com."	Brazil	2020
32866595	Molecular dynamics simulations of two GH74 endo-processive xyloglucanases and the mutated variants to understand better the mechanism of the enzyme action.	"GH74, Molecular dynamics, Myceliophthora thermophila, Paenibacillus odorifer, Processivity, Xyloglucanase"	Biochimica et biophysica acta. General subjects	"Department of Chemistry, M. V. Lomonosov Moscow State University, Vorobyovy Gory 1/11, Moscow 119991, Russia. Electronic address: avgusakov@enzyme.chem.msu.ru."	Russia	2020
31786675	High-level expression of highly active and thermostable trehalase from Myceliophthora thermophila in Aspergillus niger by using the CRISPR/Cas9 tool and its application in ethanol fermentation.	"Aspergillus niger, CRISPR/Cas9, Ethanol fermentation, Multi-copy, Trehalase"	Journal of industrial microbiology & biotechnology	"Room 315 Building B6, School of Biology and Biological Engineering, South China University of Technology, Guangzhou Higher Education Mega Center, Panyu town, Guangzhou, 510006, Guangdong, China."	China	2020
31911243	Additional sequence and structural characterization of an endo-processive GH74 xyloglucanase from Myceliophthora thermophila and the revision of the EC 3.2.1.155 entry.	"GH74 family, Myceliophthora thermophila, Processivity, Xyloglucanase"	Biochimica et biophysica acta. General subjects	"Department of Chemistry, M. V. Lomonosov Moscow State University, Vorobyovy Gory 1/11, Moscow 119991, Russia. Electronic address: avgusakov@enzyme.chem.msu.ru."	Russia	2020
32620929	Structural insight into mitochondrial beta-barrel outer membrane protein biogenesis.		Nature communications	"Laboratory of Molecular Biology, National Institute of Diabetes & Digestive & Kidney Diseases, National Institutes of Health, 9000 Rockville Pike, Bethesda, MD, 20892, USA."	USA	2020
33301505	Safety evaluation of a beta-mannanase enzyme preparation produced with Thermothelomyces thermophilus expressing a protein-engineered beta-mannanase gene.		PloS one	"BASF Corporation, San Diego, California, United States of America."	USA	2020
32021654	Metabolic engineering of the cellulolytic thermophilic fungus Myceliophthora thermophila to produce ethanol from cellobiose.	"Cellobiose, Ethanol, Metabolic engineering, Myceliophthora thermophila, RNA-seq, Sugar uptake"	Biotechnology for biofuels	"1Key Laboratory of Systems Microbial Biotechnology, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, 300308 China. GRID: grid.458513.e. ISNI: 0000 0004 1763 3963"	China	2020
33219291	Quantitative comparison of the biomass-degrading enzyme repertoires of five filamentous fungi.		Scientific reports	"Faculty of Chemistry, Biotechnology and Food Science, Norwegian University of Life Sciences (NMBU), P.O. Box 5003, 1432, As, Norway. magnus.arntzen@nmbu.no."	Norway	2020
32065289	Enhanced production of bacterial xylanase and its utility in saccharification of sugarcane bagasse.	"Bacillus subtilis subsp. subtilis JJBS250, Pretreatment, Response surface methodology, Solid-state fermentation, Sugarcane bagasse, Xylanase"	Bioprocess and biosystems engineering	"Laboratory of Bioprocess Technology, Department of Microbiology, Maharshi Dayanand University, Rohtak, Haryana, 124001, India."	India	2020
31641526	Practical guidance for the implementation of the CRISPR genome editing tool in filamentous fungi.	"CRISPR, Cas12a, Cas9, Cell factory, Cpf1, Filamentous fungi, Genome editing, Multiplexing, Myceliophthora thermophila, RNP, Selection-free gene targeting, Thermothelomyces thermophilus"	Fungal biology and biotechnology	"1Chair of Applied and Molecular Microbiology, Institute of Biotechnology, Technische Universitat Berlin, 10263 Berlin, Germany. ISNI: 0000 0001 2292 8254. GRID: grid.6734.6"	Germany	2019
31754437	Dissecting cellobiose metabolic pathway and its application in biorefinery through consolidated bioprocessing in Myceliophthora thermophila.	"Cellobiose, Cellulose, Malic acid, Metabolic engineering, Myceliophthora thermophila, Thermothelomyces thermophilus"	Fungal biology and biotechnology	"Key Laboratory of Systems Microbial Biotechnology, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, 300308 China. ISNI: 0000 0004 1763 3963. GRID: grid.458513.e"	China	2019
30465791	Development of host strains and vector system for an efficient genetic transformation of filamentous fungi.	"Electroporation, Glycoside hydrolases, Hygromycin B phosphotransferase gene hph, Marine fungi, Thermophilic fungi"	Plasmid	"G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch of Russian Academy of Sciences, Vladivostok 690022, Russia; Innovation-technology center, Far Eastern Federal University, Vladivostok 690950, Russia."	Russia	2019
31407106	"Glycosylation influences activity, stability and immobilization of the feruloyl esterase 1a from Myceliophthora thermophila."	"Enzyme activity, Enzyme stability, Escherichia coli, Heterologous production, Mass spectrometry (MS), Pichia pastoris"	AMB Express	"Division of Industrial Biotechnology, Department of Biology and Biological Engineering, Chalmers University of Technology, 412 96, Gothenburg, Sweden."	Sweden	2019
31890021	Upgrading of efficient and scalable CRISPR-Cas-mediated technology for genetic engineering in thermophilic fungus Myceliophthora thermophila.	"CRISPR-Cas12a, CRISPR-Cas9, Cellulase, Genome editing, Marker recycling, Myceliophthora thermophila"	Biotechnology for biofuels	"1Key Laboratory of Systems Microbial Biotechnology, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, 300308 China. ISNI: 0000 0004 1763 3963. GRID: grid.458513.e"	China	2019
31110561	A novel fungal GH30 xylanase with xylobiohydrolase auxiliary activity.	"GH30 xylanase, Glucuronoxylan, Thermothelomyces thermophila, Xylobiohydrolase, Xylooligosaccharides"	Biotechnology for biofuels	"1Industrial Biotechnology & Biocatalysis Group, School of Chemical Engineering, National Technical University of Athens, 9 Iroon Polytechniou Str., Zografou Campus, 15780 Athens, Greece. ISNI: 0000 0001 2185 9808. GRID: grid.4241.3"	Greece	2019
31534479	Myceliophthora thermophila Xyr1 is predominantly involved in xylan degradation and xylose catabolism.	"Cellulose degradation, Myceliophthora thermophila, Pentose catabolism, Xylan degradation, Xylanolytic regulator"	Biotechnology for biofuels	"1Fungal Physiology, Westerdijk Fungal Biodiversity Institute & Fungal Molecular Physiology, Utrecht University, Uppsalalaan 8, 3584 CT Utrecht, The Netherlands. ISNI: 0000000120346234. GRID: grid.5477.1"	The Netherlands	2019
30396396	Functional characterization and comparative analysis of two heterologous endoglucanases from diverging subfamilies of glycosyl hydrolase family 45.	"Cellulases, Enzymatic hydrolysis, Filamentous fungi, Sugarcane bagasse"	Enzyme and microbial technology	"Departamento de Biotecnologia, Escola de Engenharia de Lorena, Universidade de Sao Paulo, Lorena, SP, Brazil."	Brazil	2019
31131710	"Peptides with antioxidant properties identified from casein, whey, and egg albumin hydrolysates generated by two novel fungal proteases."	"Amino acid composition, antioxidant peptide, food protein, protease"	Preparative biochemistry & biotechnology	"a School of Pharmaceutical Science of Ribeirao Preto , University of Sao Paulo , Sao Paulo , Brazil."	Brazil	2019
31381927	A lytic polysaccharide monooxygenase from Myceliophthora thermophila and its synergism with cellobiohydrolases in cellulose hydrolysis.	"Cellobiohydrolase, Lytic polysaccharide monooxygenase, Synergy"	International journal of biological macromolecules	"Liaoning Provincial Key Laboratory of Carbohydrates, Dalian Institute of Chemical Physics, Chinese Academy of Sciences, Dalian 116023, China; University of Chinese Academy of Science, Beijing 100049, China."	China	2019
30474279	"CLR-4, a novel conserved transcription factor for cellulase gene expression in ascomycete fungi."		Molecular microbiology	"Key Laboratory of Systems Microbial Biotechnology, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, 300308, China."	China	2019
31235519	Substrate selectivity in starch polysaccharide monooxygenases.	"amylose, auxiliary activity (AA) enzyme, carbohydrate-binding protein, copper, copper monooxygenase, metalloprotein, oxygenase, polysaccharide, polysaccharide monooxygenase, starch"	The Journal of biological chemistry	"Nguyen Tat Thanh Hi-Tech Institute, Nguyen Tat Thanh University, Ho Chi Minh City 70000, Vietnam. Electronic address: vanvu@ntt.edu.vn."	Vietnam	2019
30986238	Conductive bacterial cellulose by in situ laccase polymerization of aniline.		PloS one	"Department of Clothing and Textiles, Sookmyung Women's University, Yongsan-gu, Seoul, South Korea."	South Korea	2019
31114738	Enhanced endoxylanase production by Myceliophthora thermophila with applicability in saccharification of agricultural substrates.	"Endoxylanase, Myceliophthora thermophila, Rice straw, Saccharification, Solid-state fermentation, Xylooligosaccharides"	3 Biotech	"Laboratory of Bioprocess Technology, Department of Microbiology, Maharshi Dayanand University, Rohtak, Haryana 124001 India. ISNI: 0000 0004 1790 2262. GRID: grid.411524.7"	India	2019
29196788	Quantification of the catalytic performance of C1-cellulose-specific lytic polysaccharide monooxygenases.	"Lignocellulose, Lytic polysaccharide monooxygenase, Plant biomass, Reducing agent, beta-Glucosidase"	Applied microbiology and biotechnology	"Laboratory of Food Chemistry, Wageningen University & Research, Bornse Weilanden 9, 6708 WG, Wageningen, The Netherlands."	The Netherlands	2018
30395580	A comparative structural analysis of the surface properties of asco-laccases.		PloS one	"Department of Chemistry, University of Copenhagen, Copenhagen, Denmark."	Denmark	2018
29527447	A new regulator of cellulase and xylanase in the thermophilic fungus Myceliophthora thermophila strain ATCC 42464.	"Cellulase, Myceliophthora thermophila, RNAi, Transcription factor, Xylanase"	3 Biotech	"Shenzhen Key Laboratory of Microbial Genetic Engineering, College of Life Sciences and Oceanography, Shenzhen University, Shenzhen, People's Republic of China. ISNI: 0000 0001 0472 9649. GRID: grid.263488.3"	China	2018
29274421	Immobilization of laccase on epoxy-functionalized silica and its application in biodegradation of phenolic compounds.	"Immobilization, Laccase, Phenol biodegradation"	International journal of biological macromolecules	"Bioprocess Engineering Department, Institute of Industrial and Environmental Biotechnology, National Institute of Genetic Engineering and Biotechnology (NIGEB), Tehran, Iran. Electronic address: m.mohammadi@nigeb.ac.ir."	Iran	2018
29887016	Influence of mediators on laccase catalyzed radical formation in lignin.	"ABTS, Electron paramagnetic resonance (EPR), HBT, HPI, Laccase-mediator systems, Myceliophthora thermophila, TEMPO, Trametes versicolor"	Enzyme and microbial technology	"Center for Bioprocess Engineering, Department of Chemical and Biochemical Engineering, Building 229, Technical University of Denmark, 2800 Kgs. Lyngby, Denmark."	Denmark	2018
30534201	Metabolic engineering of the thermophilic filamentous fungus Myceliophthora thermophila to produce fumaric acid.	"CRISPR/Cas9, Fumaric acid, Metabolic engineering, Myceliophthora thermophila, Reductive TCA"	Biotechnology for biofuels	"College of Biotechnology, Tianjin University of Science and Technology, Tianjin, 300457 China. ISNI: 0000 0000 9735 6249. GRID: grid.413109.e"	China	2018
29435681	Bio-coloration of bacterial cellulose assisted by immobilized laccase.	"Bacterial cellulose, Bio-coloration, Laccase, Polymerization"	AMB Express	"Department of Clothing and Textiles, Sookmyung Women's University, Cheongpa-ro-47-gil 100 (Cheongpa-dong 2ga), Yongsan-gu, Seoul, 04310, South Korea."	South Korea	2018
30125294	Functional characterization of a lytic polysaccharide monooxygenase from the thermophilic fungus Myceliophthora thermophila.		PloS one	"Department of Physics and Interdisciplinary Science, Sao Carlos Institute of Physics, University of Sao Paulo, Sao Carlos, Sao Paulo, Brazil."	Brazil	2018
29687143	Evolution of the feruloyl esterase MtFae1a from Myceliophthora thermophila towards improved catalysts for antioxidants synthesis.	"Directed evolution, Feruloyl esterase, High-throughput screening, Library, Myceliophthora thermophila"	Applied microbiology and biotechnology	"Department of Chemical Sciences, Complesso Universitario Monte S. Angelo, University of Naples Federico II, via Cintia 4, 80126, Naples, Italy."	Italy	2018
29317354	Laccase catalyzed elimination of morphine from aqueous systems.	"Aqueous systems, Elimination, Enzyme immobilization, Laccase, Morphine"	New biotechnology	"Institute of Environmental Biotechnology, University of Natural Resources and Life Sciences, Vienna, Konrad Lorenz Strasse 20, 3430 Tulln, Austria."	Austria	2018
30960948	Conductive Cotton by In Situ Laccase-Polymerization of Aniline.	"1-hydroxybenzotriazol (HBT), coatings, conductive cotton, laccase, polyaniline"	Polymers	"International Joint Research Laboratory for Textile and Fiber Bioprocesses, Jiangnan University, Wuxi 214122, China. jingsu@ceb.uminho.pt."	China	2018
30555766	Decolorization and detoxification of textile wastewaters by recombinant Myceliophthora thermophila and Trametes trogii laccases.	"Decolorization, Laccases, PBMCs, Textile dyes, Toxicity, Wastewater"	3 Biotech	"Laboratory of Viral and Microbial Proteins, Institute of Organic Chemistry and Biochemistry of the Czech Academy of Sciences, Prague, Czech Republic. ISNI: 0000 0001 2188 4245. GRID: grid.418892.e"	Czech	2018
28884503	Efficient secretion of three fungal laccases from Saccharomyces cerevisiae and their potential for decolorization of textile industry effluent-A comparative study.	"Saccharomyces cerevisiae, decolorization, expression optimization, gene expression, laccase"	Biotechnology progress	"Dept. of Membrane Transport, Inst. of Physiology of the Czech Academy of Sciences, 14220 Prague, Czech Republic."	Czech	2018
29159584	Correction to: Optimized synthesis of novel prenyl ferulate performed by feruloyl esterases from Myceliophthora thermophila in microemulsions.		Applied microbiology and biotechnology	"Division of Chemical Engineering, Department of Civil, Environmental and Natural Resources Engineering, Lulea University of Technology, 97187, Lulea, Sweden."	Sweden	2018
29843921	Transcriptional analysis of Myceliophthora thermophila on soluble starch and role of regulator AmyR on polysaccharide degradation.	"Cellulose, Myceliophthora thermophila, Starch, Transcriptomic profiles, amyR"	Bioresource technology	"College of Biotechnology and Pharmaceutical Engineering, Nanjing Tech University. Nanjing 211800, China."	China	2018
30961066	Polymers from Bamboo Extracts Produced by Laccase.	"bamboo powder, bamboo tablets, laccase, oxidation, phenolic compound extraction"	Polymers	"International Joint Research Laboratory for Textile and Fiber Bioprocesses, Jiangnan University, Wuxi 214122, China. jingsu@ceb.uminho.pt."	China	2018
29491860	"Characterization of Two Endo-beta-1, 4-Xylanases from Myceliophthora thermophila and Their Saccharification Efficiencies, Synergistic with Commercial Cellulase."	"Myceliophthora thermophila, Pichia pastoris, expression, saccharification, xylanases"	Frontiers in microbiology	"Beijing Advanced Innovation Center for Food Nutrition and Human Health, MOA Key Laboratory of Soil Microbiology, College of Biological Sciences, China Agricultural University, Beijing, China."	China	2018
29359934	"Chitinase Chi1 from Myceliophthora thermophila C1, a Thermostable Enzyme for Chitin and Chitosan Depolymerization."	"Myceliophthora thermophila C1, chitin, chitinase, chito-oligosaccharides, chitosan"	Journal of agricultural and food chemistry	"Department of Bioprocess Engineering, Wageningen University , Wageningen, The Netherlands."	The Netherlands	2018
29222836	Biochemical and structural insights into a thermostable cellobiohydrolase from Myceliophthora thermophila.	"Myceliophthora thermophila, Cel7A, cellobiohydrolase, industrially relevant fungi"	The FEBS journal	"Sao Carlos Institute of Physics, University of Sao Paulo, Brazil."	Brazil	2018
29943052	"beta-N-Acetylglucosaminidase MthNAG from Myceliophthora thermophila C1, a thermostable enzyme for production of N-acetylglucosamine from chitin."	"Chitin, Chitosan, Myceliophthora thermophila C1, N-Acetylglucosamine, beta-N-Acetylglucosaminidase"	Applied microbiology and biotechnology	"Department of Bioprocess Engineering, Wageningen University, Wageningen, The Netherlands."	The Netherlands	2018
30966676	Green Binder Based on Enzymatically Polymerized Eucalypt Kraft Lignin for Fiberboard Manufacturing: A Preliminary Study.	"Eucalyptus globulus, Kraft lignin, laccase, medium-density fiberboards, pilot scale, wood"	Polymers	"Department of Chemical Engineering, University of Vigo, Lagoas Marcosende s/n., E-36310 Vigo, Spain. gouveia@uvigo.es."	Spain	2018
30125627	Covalent immobilization of laccase by one pot three component reaction and its application in the decolorization of textile dyes.	"Covalent immobilization, Decolorization, Epoxy-functionalized supports, Isocyanide, Myceliophthora thermophile laccase, Textile dyes"	International journal of biological macromolecules	"Department of Pure Chemistry, Faculty of Chemistry, Shahid Beheshti University, G.C., Tehran, Iran."	Iran	2018
28935560	Anti-inflammatory and anti-oxidant properties of laccase-synthesized phenolic-O-carboxymethyl chitosan hydrogels.	"Anti-inflammatory, Anti-oxidant, Chitosan hydrogel, Laccase, Phenolics, Wound enzymes"	New biotechnology	"Institute of Environmental Biotechnology, University of Natural Resources and Life Sciences Vienna, Konrad Lorenz Strasse 20, 3430 Tulln, Austria."	Austria	2018
29303991	Characterization of Two VAO-Type Flavoprotein Oxidases from Myceliophthora thermophila.	"bicovalent, crystal structure, flavin adenine dinucleotide (FAD), oxidase"	"Molecules (Basel, Switzerland)"	"Molecular Enzymology, Groningen Biomolecular Sciences and Biotechnology Institute, University of Groningen, 9747AG Groningen, The Netherlands. a.ferrari88@gmail.com."	The Netherlands	2018
28491137	Boosting LPMO-driven lignocellulose degradation by polyphenol oxidase-activated lignin building blocks.	"Agaricus bisporus, Ascomycota, Basidiomycota, Catechol oxidase, LPMO, Lignocellulose, Myceliophthora thermophila C1, PPO, Phenols, Polyphenol oxidase, Tyrosinase"	Biotechnology for biofuels	"Laboratory of Food Chemistry, Wageningen University & Research, Bornse Weilanden 9, 6708 WG Wageningen, The Netherlands. ISNI: 0000 0001 0791 5666. GRID: grid.4818.5"	The Netherlands	2017
28257189	The Role of the Secondary Coordination Sphere in a Fungal Polysaccharide Monooxygenase.		ACS chemical biology	"Biophysics Graduate Group, University of California, Berkeley , Berkeley, California 94720, United States."	USA	2017
28710860	Coupling the pretreatment and hydrolysis of lignocellulosic biomass by the expression of beta-xylosidases.	"beta-xylosidase, biofuels, biorefinery, enzymatic hydrolysis, lignocellulosic biomass"	Biotechnology and bioengineering	"Department of Biotechnology, Abengoa Research, Campus Palmas Altas, Seville, Spain."	Spain	2017
28591592	Recombinant thermo-alkali-stable endoglucanase of Myceliopthora thermophila BJA (rMt-egl): Biochemical characteristics and applicability in enzymatic saccharification of agro-residues.	"Codon optimization, Constitutive expression, Enzymatic saccharification, Myceliophthora thermophila, Thermo-alkali-stable endoglucanase, Thermophilic mould"	International journal of biological macromolecules	"Department of Microbiology, University of Delhi South Campus, Benito Juarez Road, New Delhi 110 021, India."	India	2017
27856189	N-Linked glycans are an important component of the processive machinery of cellobiohydrolases.	"Cellobiohydrolase, Cloning, N-glycosylation, Processivity, Site-directed mutagenesis"	Biochimie	"Department of Chemistry, M. V. Lomonosov Moscow State University, Vorobyovy Gory 1/11, Moscow 119991, Russia; Federal Research Centre ""Fundamentals of Biotechnology"", Russian Academy of Sciences, Leninsky Pr. 33, Moscow 119071, Russia. Electronic address: avgusakov@enzyme.chem.msu.ru."	Russia	2017
28477154	Thermostable multifunctional GH74 xyloglucanase from Myceliophthora thermophila: high-level expression in Pichia pastoris and characterization of the recombinant protein.	"Glycoside hydrolase family 74, Mode of action, Myceliophthora thermophila, Pichia pastoris, Thermostability, Xyloglucan, Xyloglucanase"	Applied microbiology and biotechnology	"State Research Institute of Genetics and Selection of Industrial Microorganisms, 1-st Dorojniy pr. 1, Moscow, Russian Federation, 117545. mashchenko@yandex.ru."	Russia	2017
28278111	Box-Behnken analysis and storage of spray-dried collagenolytic proteases from Myceliophthora thermophila submerged bioprocess.	"Box-Behnken, Myceliophthora thermophila, collagenolytic protease, filamentous fungi, multivariate analysis, spray dryer"	Preparative biochemistry & biotechnology	"a Faculdade de Ciencias Farmaceuticas de Ribeirao Preto , Universidade de Sao Paulo , Ribeirao Preto , SP , Brazil."	Brazil	2017
28078397	Optimized synthesis of novel prenyl ferulate performed by feruloyl esterases from Myceliophthora thermophila in microemulsions.	"Antioxidant, DCFH-DA, DPPH, Feruloyl esterase, Myceliophthora thermophila, Prenyl ferulate, Transesterification"	Applied microbiology and biotechnology	"Division of Chemical Engineering, Department of Civil, Environmental and Natural Resources Engineering, Lulea University of Technology, 97187, Lulea, Sweden."	Sweden	2017
30023729	"Expression, Purification, and Biochemical Characterization of the Flavocytochrome P450 CYP505A30 from Myceliophthora thermophila."		ACS omega	"Centre for Synthetic Biology of Fine and Speciality Chemicals (SYNBIOCHEM), School of Chemistry, Manchester Institute of Biotechnology, The University of Manchester, 131 Princess Street, Manchester M1 7DN, U.K."	U.K	2017
28750348	A comparative study on the activity of fungal lytic polysaccharide monooxygenases for the depolymerization of cellulose in soybean spent flakes.	"Aspergillus fumigatus, Aspergillus terreus, Cellulose hydrolysis, Chaetosartorya cremea, Lytic polysaccharide monooxygenase, Malbranchea cinamomea, Myceliophthora thermophila, Penicillium citrinum, Soy polysaccharides, Soy spent flake, Talaromyces leycettanus, Trichoderma reesei"	Carbohydrate research	"DuPont Nutrition Biosciences ApS, Edwin Rahrs Vej 38 Brabrand, 8220, Denmark; Department of Chemical and Biochemical Engineering, Center for Bioprocess Engineering, Technical University of Denmark, Soltofts Plads, Building 229, Kgs. Lyngby, 2800, Denmark; DuPont Nutrition & Health - Protein Solutions, 4300 Duncan Ave., Saint Louis, MO, 63110, USA. Electronic address: brian.pierce@dupont.com."	USA	2017
28859815	Direct rate assessment of laccase catalysed radical formation in lignin by electron paramagnetic resonance spectroscopy.	"Dose-response treatment, EPR, Laccase kinetics, Phenoxy radicals in lignin, Real time assay"	Enzyme and microbial technology	"Center for Bioprocess Engineering, Department of Chemical and Biochemical Engineering, Building 229, Technical University of Denmark, 2800 Kgs. Lyngby, Denmark."	Denmark	2017
28501686	Immobilisation on mesoporous silica and solvent rinsing improve the transesterification abilities of feruloyl esterases from Myceliophthora thermophila.	"Biocatalysis, Butyl ferulate, Enzyme immobilisation, Esterification, SBA-15"	Bioresource technology	"Department of Biology and Biological Engineering, Division of Industrial Biotechnology, Chalmers University of Technology, SE-412 96 Gothenburg, Sweden. Electronic address: huttner@chalmers.se."	Sweden	2017
28648174	Functionalization of pectin with laccase-mediated oxidation products of ferulic acid.	"Ferulic acid, Functionalization, Laccase, Oxidation, Pectin"	Enzyme and microbial technology	"Laboratoire d'Ingenierie des Biomolecules (LIBio), Universite de Lorraine,2 avenue de la Foret de Haye, TSA40602, F-54518 Vandoeuvre-les-Nancy, France."	France	2017
28515785	Recombinant expression of thermostable processive MtEG5 endoglucanase and its synergism with MtLPMO from Myceliophthora thermophila during the hydrolysis of lignocellulosic substrates.	"Endoglucanase, LPMO, Myceliophthora thermophila, Pichia pastoris, Processivity, Viscosity"	Biotechnology for biofuels	"Biochemical Process Engineering, Chemical Engineering, Department of Civil, Environmental and Natural Resources Engineering, Lulea University of Technology, Lulea, Sweden. ISNI: 0000 0001 1014 8699. GRID: grid.6926.b"	Sweden	2017
29100178	Monitoring of reactions catalyzed by lytic polysaccharide monooxygenases using highly-sensitive fluorimetric assay of the oxygen consumption rate.	"Lytic polysaccharide monooxygenase, Myceliophthora thermophila, Oxygen consumption rate, Thielavia terrestris, Trichoderma reesei"	Carbohydrate research	"Department of Chemistry, M. V. Lomonosov Moscow State University, Vorobyovy Gory 1/11, Moscow 119991, Russia; Federal Research Centre ""Fundamentals of Biotechnology"", Russian Academy of Sciences, Leninsky Pr. 33, Moscow 119071, Russia. Electronic address: avgusakov@enzyme.chem.msu.ru."	Russia	2017
32624738	Ultrasound-assisted swelling of bacterial cellulose.	"Bacterial cellulose, PEG-FITC, Polymerization, Swelling, Ultrasound"	Engineering in life sciences	Department of Clothing and Textiles Sookmyung Women's University Seoul South Korea.	South Korea	2017
28576392	Enzymatic tailoring of oleuropein from Olea europaea leaves and product identification by HRMS/MS spectrometry.	"Elenolic acid, Enzymatic tailoring, Hydroxytyrosol, Oleuropein, Oleuropein aglycones"	Journal of biotechnology	"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, 5 Iroon Polytechniou Str, Zografou Campus, 15700, Athens, Greece."	Greece	2017
28777990	Additives enhancing enzymatic hydrolysis of lignocellulosic biomass.	"Additives, Enzymatic hydrolysis, Lignocellulose, Myceliophthora thermophila"	Bioresource technology	"Department of Biotechnology, Abengoa Research, Campus Palmas Altas, C/ Energia Solar n degrees  1, 41014 Seville, Spain."	Spain	2017
28053662	Development of a genome-editing CRISPR/Cas9 system in thermophilic fungal Myceliophthora species and its application to hyper-cellulase production strain engineering.	"CRISPR/Cas9 system, Cellulases, Myceliophthora, Thermophilic fungi"	Biotechnology for biofuels	"Key Laboratory of Systems Microbial Biotechnology, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, 300308 China."	China	2017
28805314	Evolved alpha-factor prepro-leaders for directed laccase evolution in Saccharomyces cerevisiae.		Microbial biotechnology	"Department of Biocatalysis, Institute of Catalysis, CSIC, Cantoblanco, 28049, Madrid, Spain."	Spain	2017
28649275	Management of enzyme diversity in high-performance cellulolytic cocktails.	"Bioethanol, Cellulolytic cocktail improvement, Enzymatic hydrolysis, Lignocellulosic biomass"	Biotechnology for biofuels	"Department of Biotechnology, Abengoa Research, Campus Palmas Altas, C/Energia Solar 1, 41014 Seville, Spain."	Spain	2017
