ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	category
GO:0016021	integral component of membrane	34/138	278/1514	0.0329503549210176	0.175735226245427	0.15029986455201	MYCTH_2293970/MYCTH_75421/MYCTH_2294037/MYCTH_2294104/MYCTH_2294168/MYCTH_2294197/MYCTH_2294202/MYCTH_2294223/MYCTH_2294224/MYCTH_2294232/MYCTH_2294238/MYCTH_2294253/MYCTH_2294268/MYCTH_2294375/MYCTH_2294433/MYCTH_2294448/MYCTH_2294493/MYCTH_2294574/MYCTH_2294643/MYCTH_2294661/MYCTH_2106260/MYCTH_2294791/MYCTH_2294817/MYCTH_2055845/MYCTH_2294928/MYCTH_2294942/MYCTH_98992/MYCTH_2313457/MYCTH_2295230/MYCTH_2295444/MYCTH_43941/MYCTH_2131791/MYCTH_2295508/MYCTH_41714	34	CC
GO:0005839	proteasome core complex	3/138	13/1514	0.107664911052071	0.430659644208284	0.368327327283401	MYCTH_2055659/MYCTH_2136659/MYCTH_2313535	3	CC
GO:0005737	cytoplasm	11/138	88/1514	0.170232637163607	0.544744438923544	0.465899849079346	MYCTH_2294054/MYCTH_61858/MYCTH_2122159/MYCTH_2313336/MYCTH_2294698/MYCTH_2087474/MYCTH_2295009/MYCTH_2295040/MYCTH_76163/MYCTH_2295098/MYCTH_110317	11	CC
GO:0005789	endoplasmic reticulum membrane	2/138	13/1514	0.335118864641068	0.853578043501407	0.730033852994625	MYCTH_2294483/MYCTH_2294795	2	CC
GO:0016020	membrane	19/138	206/1514	0.518374161409378	0.853578043501407	0.730033852994625	MYCTH_2294110/MYCTH_105575/MYCTH_2294197/MYCTH_2294347/MYCTH_2294375/MYCTH_2294661/MYCTH_2294811/MYCTH_2055845/MYCTH_2294863/MYCTH_2114422/MYCTH_2295230/MYCTH_2295283/MYCTH_2295358/MYCTH_2295416/MYCTH_2295444/MYCTH_43941/MYCTH_2295497/MYCTH_62710/MYCTH_41714	19	CC
GO:0016592	mediator complex	2/138	20/1514	0.557068709045345	0.853578043501407	0.730033852994625	MYCTH_2294414/MYCTH_2294761	2	CC
GO:0005739	mitochondrion	2/138	21/1514	0.584297888045496	0.853578043501407	0.730033852994625	MYCTH_2294003/MYCTH_2294844	2	CC
GO:0005643	nuclear pore	1/138	10/1514	0.616623680250316	0.853578043501407	0.730033852994625	MYCTH_2295069	1	CC
GO:0042025	host cell nucleus	12/138	142/1514	0.660454279402661	0.853578043501407	0.730033852994625	MYCTH_2294089/MYCTH_2294181/MYCTH_2294353/MYCTH_75696/MYCTH_2294547/MYCTH_2294789/MYCTH_98907/MYCTH_98955/MYCTH_2295180/MYCTH_2295212/MYCTH_44604/MYCTH_2295596	12	CC
GO:0005576	extracellular region	2/138	25/1514	0.680824311383084	0.853578043501407	0.730033852994625	MYCTH_2295438/MYCTH_86753	2	CC
GO:0005852	eukaryotic translation initiation factor 3 complex	1/138	13/1514	0.712825247425718	0.853578043501407	0.730033852994625	MYCTH_76163	1	CC
GO:0005743	mitochondrial inner membrane	1/138	15/1514	0.763218772495042	0.853578043501407	0.730033852994625	MYCTH_2294215	1	CC
GO:0005840	ribosome	7/138	97/1514	0.800229415782569	0.853578043501407	0.730033852994625	MYCTH_2294218/MYCTH_2122073/MYCTH_2313379/MYCTH_2294821/MYCTH_2295112/MYCTH_2295293/MYCTH_62593	7	CC
GO:0005634	nucleus	11/138	189/1514	0.97114976898579	0.97114976898579	0.830588618211531	MYCTH_2136371/MYCTH_2294353/MYCTH_75696/MYCTH_2294503/MYCTH_2294698/MYCTH_2294814/MYCTH_2294854/MYCTH_41855/MYCTH_2295109/MYCTH_2295212/MYCTH_2295324	11	CC
