PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
33407462,Heterologous expression of Phanerochaete chrysosporium cellobiose dehydrogenase in Trichoderma reesei,"Wohlschlager L, Csarman F, Chang H, Fitz E, Seiboth B, Ludwig R.",Microb Cell Fact. 2021 Jan 6;20(1):2. doi: 10.1186/s12934-020-01492-0.,Wohlschlager L,Microb Cell Fact,2021,2021/1/7,PMC7789494,,10.1186/s12934-020-01492-0
33608806,Effects of the Transcription Factor Ace2 from Trichoderma reesei on Cellulase and Hemicellulase Expression in Trichoderma orientalis EU7-22,"Li Y, Xue Y, Liu J, Gan L, Long M.",Appl Biochem Biotechnol. 2021 Jul;193(7):2098-2109. doi: 10.1007/s12010-021-03529-5. Epub 2021 Feb 19.,Li Y,Appl Biochem Biotechnol,2021,2021/2/20,,,10.1007/s12010-021-03529-5
33693788,Disruption of the Trichoderma reesei gul1 gene stimulates hyphal branching and reduces broth viscosity in cellulase production,"Zhao Q, Liu Q, Wang Q, Qin Y, Zhong Y, Gao L, Liu G, Qu Y.",J Ind Microbiol Biotechnol. 2021 Apr 30;48(1-2):kuab012. doi: 10.1093/jimb/kuab012.,Zhao Q,J Ind Microbiol Biotechnol,2021,2021/3/11,PMC9113457,,10.1093/jimb/kuab012
33165785,Image Analysis Method for the Characterization of Trichoderma reesei During Fermentations,"Hardy N, Moreaud M, Ben Chaabane F.",Methods Mol Biol. 2021;2234:119-133. doi: 10.1007/978-1-0716-1048-0_11.,Hardy N,Methods Mol Biol,2021,2020/11/9,,,10.1007/978-1-0716-1048-0_11
34282161,Electrophysiological characterization of a diverse group of sugar transporters from Trichoderma reesei,"Havukainen S, Pujol-Giménez J, Valkonen M, Westerholm-Parvinen A, Hediger MA, Landowski CP.",Sci Rep. 2021 Jul 19;11(1):14678. doi: 10.1038/s41598-021-93552-7.,Havukainen S,Sci Rep,2021,2021/7/20,PMC8290022,,10.1038/s41598-021-93552-7
34086701,Multicomponent carbohydrase system from Trichoderma reesei: A toolbox to address complexity of cell walls of plant substrates in animal feed,"Rangel Pedersen N, Tovborg M, Soleimani Farjam A, Della Pia EA.",PLoS One. 2021 Jun 4;16(6):e0251556. doi: 10.1371/journal.pone.0251556. eCollection 2021.,Rangel Pedersen N,PLoS One,2021,2021/6/4,PMC8177525,,10.1371/journal.pone.0251556
33165779,Use of Auxotrophic Markers for Targeted Gene Insertions in Trichoderma reesei,"Tomico-Cuenca I, Derntl C.",Methods Mol Biol. 2021;2234:63-72. doi: 10.1007/978-1-0716-1048-0_5.,Tomico-Cuenca I,Methods Mol Biol,2021,2020/11/9,,,10.1007/978-1-0716-1048-0_5
33527599,"Effects of supplementation of high-dosing Trichoderma reesei phytase in the corn-wheat-soybean meal-based diets on growth performance, nutrient digestibility, carcass traits, faecal gas emission, and meat quality in growing-finishing pigs","Dang X, Kim IH.",J Anim Physiol Anim Nutr (Berl). 2021 May;105(3):485-492. doi: 10.1111/jpn.13499. Epub 2021 Feb 1.,Dang X,J Anim Physiol Anim Nutr (Berl),2021,2021/2/2,,,10.1111/jpn.13499
34496831,Functional characterization of a highly specific L-arabinose transporter from Trichoderma reesei,"Havukainen S, Pujol-Giménez J, Valkonen M, Hediger MA, Landowski CP.",Microb Cell Fact. 2021 Sep 8;20(1):177. doi: 10.1186/s12934-021-01666-4.,Havukainen S,Microb Cell Fact,2021,2021/9/9,PMC8425032,,10.1186/s12934-021-01666-4
33393718,Extracellular protease production regulated by nitrogen and carbon sources in Trichoderma reesei,"Sun Y, Qian Y, Zhang J, Wang Y, Li X, Zhang W, Wang L, Liu H, Zhong Y.",J Basic Microbiol. 2021 Feb;61(2):122-132. doi: 10.1002/jobm.202000566. Epub 2021 Jan 4.,Sun Y,J Basic Microbiol,2021,2021/1/4,,,10.1002/jobm.202000566
34688089,Engineering the endoplasmic reticulum secretory pathway in Trichoderma reesei for improved cellulase production,"Shen L, Gao J, Wang Y, Li X, Liu H, Zhong Y.",Enzyme Microb Technol. 2021 Dec;152:109923. doi: 10.1016/j.enzmictec.2021.109923. Epub 2021 Oct 4.,Shen L,Enzyme Microb Technol,2021,2021/10/23,,,10.1016/j.enzmictec.2021.109923
34258241,Analysis of the phosphorylome of trichoderma reesei cultivated on sugarcane bagasse suggests post-translational regulation of the secreted glycosyl hydrolase Cel7A,"Pedersoli WR, de Paula RG, Antoniêto ACC, Carraro CB, Taveira IC, Maués DB, Martins MP, Ribeiro LFC, Damasio ARL, Silva-Rocha R, Filho AR, Silva RN.",Biotechnol Rep (Amst). 2021 Jun 22;31:e00652. doi: 10.1016/j.btre.2021.e00652. eCollection 2021 Sep.,Pedersoli WR,Biotechnol Rep (Amst),2021,2021/7/14,PMC8254082,,10.1016/j.btre.2021.e00652
35130719,Dual Regulatory Role of Chromatin Remodeler ISW1 in Coordinating Cellulase and Secondary Metabolite Biosynthesis in Trichoderma reesei,"Cao Y, Yang R, Zheng F, Meng X, Zhang W, Liu W.",mBio. 2021 Feb 22;13(1):e0345621. doi: 10.1128/mbio.03456-21. Epub 2022 Feb 8.,Cao Y,mBio,2021,2022/2/8,PMC8822348,,10.1128/mbio.03456-21
34521467,Expanding the toolbox: another auxotrophic marker for targeted gene integrations in Trichoderma reesei,"Primerano P, Juric M, Mach R, Mach-Aigner A, Derntl C.",Fungal Biol Biotechnol. 2021 Sep 14;8(1):9. doi: 10.1186/s40694-021-00116-5.,Primerano P,Fungal Biol Biotechnol,2021,2021/9/15,PMC8442374,,10.1186/s40694-021-00116-5
34281536,Cellulose induced protein 1 (Cip1) from Trichoderma reesei enhances the enzymatic hydrolysis of pretreated lignocellulose,"Jia H, Sun W, Li X, Zhao J.",Microb Cell Fact. 2021 Jul 19;20(1):136. doi: 10.1186/s12934-021-01625-z.,Jia H,Microb Cell Fact,2021,2021/7/20,PMC8287770,,10.1186/s12934-021-01625-z
34683363,Comparative Secretomics Analysis Reveals the Major Components of Penicillium oxalicum 16 and Trichoderma reesei RUT-C30,"Wang K, Zhang N, Pearce R, Yi S, Zhao X.",Microorganisms. 2021 Sep 27;9(10):2042. doi: 10.3390/microorganisms9102042.,Wang K,Microorganisms,2021,2021/10/23,PMC8538001,,10.3390/microorganisms9102042
34682288,Cellulase Enzyme Production from Filamentous Fungi Trichoderma reesei and Aspergillus awamori in Submerged Fermentation with Rice Straw,"Naher L, Fatin SN, Sheikh MAH, Azeez LA, Siddiquee S, Zain NM, Karim SMR.",J Fungi (Basel). 2021 Oct 16;7(10):868. doi: 10.3390/jof7100868.,Naher L,J Fungi (Basel),2021,2021/10/23,PMC8539901,,10.3390/jof7100868
34608686,The novel repressor Rce2 competes with Ace3 to regulate cellulase gene expression in the filamentous fungus Trichoderma reesei,"Chen Y, Wang W, Liu P, Lin A, Fan X, Wu C, Li N, Wei L, Wei D.",Mol Microbiol. 2021 Nov;116(5):1298-1314. doi: 10.1111/mmi.14825. Epub 2021 Oct 19.,Chen Y,Mol Microbiol,2021,2021/10/5,,,10.1111/mmi.14825
34125378,Towards an Understanding of Oxidative Damage in an α-L-Arabinofuranosidase of Trichoderma reesei: a Molecular Dynamics Approach,"Castaño JD, Zhou M, Schilling J.",Appl Biochem Biotechnol. 2021 Oct;193(10):3287-3300. doi: 10.1007/s12010-021-03594-w. Epub 2021 Jun 14.,Castaño JD,Appl Biochem Biotechnol,2021,2021/6/14,,,10.1007/s12010-021-03594-w
33999390,Solid-State Cultivation of Aspergillus niger-Trichoderma reesei from Sugarcane Bagasse with Vinasse in Bench Packed-Bed Column Bioreactor,"Rocha LM, Campanhol BS, Bastos RG.",Appl Biochem Biotechnol. 2021 Sep;193(9):2983-2992. doi: 10.1007/s12010-021-03579-9. Epub 2021 May 17.,Rocha LM,Appl Biochem Biotechnol,2021,2021/5/17,,,10.1007/s12010-021-03579-9
33165795,"PacBio Long-Read Sequencing, Assembly, and Funannotate Reannotation of the Complete Genome of Trichoderma reesei QM6a","Li WC, Wang TF.",Methods Mol Biol. 2021;2234:311-329. doi: 10.1007/978-1-0716-1048-0_21.,Li WC,Methods Mol Biol,2021,2020/11/9,,,10.1007/978-1-0716-1048-0_21
33165793,The Comprehensive and Reliable Detection of Secondary Metabolites in Trichoderma reesei: A Tool for the Discovery of Novel Substances,"Seidl B, Bueschl C, Schuhmacher R.",Methods Mol Biol. 2021;2234:271-295. doi: 10.1007/978-1-0716-1048-0_19.,Seidl B,Methods Mol Biol,2021,2020/11/9,,,10.1007/978-1-0716-1048-0_19
33048255,CRISPR/Cas9-mediated genome editing in Penicillium oxalicum and Trichoderma reesei using 5S rRNA promoter-driven guide RNAs,"Wang Q, Zhao Q, Liu Q, He X, Zhong Y, Qin Y, Gao L, Liu G, Qu Y.",Biotechnol Lett. 2021 Feb;43(2):495-502. doi: 10.1007/s10529-020-03024-7. Epub 2020 Oct 13.,Wang Q,Biotechnol Lett,2021,2020/10/13,,,10.1007/s10529-020-03024-7
33557925,Disruption of alpha-tubulin releases carbon catabolite repression and enhances enzyme production in Trichoderma reesei even in the presence of glucose,"Shibata N, Kakeshita H, Igarashi K, Takimura Y, Shida Y, Ogasawara W, Koda T, Hasunuma T, Kondo A.",Biotechnol Biofuels. 2021 Feb 8;14(1):39. doi: 10.1186/s13068-021-01887-0.,Shibata N,Biotechnol Biofuels,2021,2021/2/9,PMC7869464,,10.1186/s13068-021-01887-0
33259843,Structural and functional characterization of the glutathione peroxidase-like thioredoxin peroxidase from the fungus Trichoderma reesei,"Adriani PP, de Paiva FCR, de Oliveira GS, Leite AC, Sanches AS, Lopes AR, Dias MVB, Chambergo FS.",Int J Biol Macromol. 2021 Jan 15;167:93-100. doi: 10.1016/j.ijbiomac.2020.11.179. Epub 2020 Nov 29.,Adriani PP,Int J Biol Macromol,2021,2020/12/1,,,10.1016/j.ijbiomac.2020.11.179
34597668,Kinetics of H(2)O(2)-driven catalysis by a lytic polysaccharide monooxygenase from the fungus Trichoderma reesei,"Kuusk S, Väljamäe P.",J Biol Chem. 2021 Nov;297(5):101256. doi: 10.1016/j.jbc.2021.101256. Epub 2021 Sep 28.,Kuusk S,J Biol Chem,2021,2021/10/1,PMC8528726,,10.1016/j.jbc.2021.101256
34354542,Role of Tryptophan 38 in Loading Substrate Chain into the Active-site Tunnel of Cellobiohydrolase I from Trichoderma reesei,"Nakamura A, Kanazawa T, Furuta T, Sakurai M, Saloheimo M, Samejima M, Koivula A, Igarashi K.",J Appl Glycosci (1999). 2021 Mar 11;68(1):19-29. doi: 10.5458/jag.jag.JAG-2020_0014. eCollection 2021.,Nakamura A,J Appl Glycosci (1999),2021,2021/8/6,PMC8116176,,10.5458/jag.jag.JAG-2020_0014
33496937,"Influences of genetically perturbing synthesis of the typical yellow pigment on conidiation, cell wall integrity, stress tolerance, and cellulase production in Trichoderma reesei","Zhang W, An N, Guo J, Wang Z, Meng X, Liu W.",J Microbiol. 2021 Apr;59(4):426-434. doi: 10.1007/s12275-021-0433-0. Epub 2021 Jan 26.,Zhang W,J Microbiol,2021,2021/1/26,,,10.1007/s12275-021-0433-0
33606681,Interdependent recruitment of CYC8/TUP1 and the transcriptional activator XYR1 at target promoters is required for induced cellulase gene expression in Trichoderma reesei,"Wang L, Zhang W, Cao Y, Zheng F, Zhao G, Lv X, Meng X, Liu W.",PLoS Genet. 2021 Feb 19;17(2):e1009351. doi: 10.1371/journal.pgen.1009351. eCollection 2021 Feb.,Wang L,PLoS Genet,2021,2021/2/19,PMC7894907,,10.1371/journal.pgen.1009351
33750543,Comparative characterization of glyoxal oxidase from Phanerochaete chrysosporium expressed at high levels in Pichia pastoris and Trichoderma reesei,"Wohlschlager L, Csarman F, Zrilić M, Seiboth B, Ludwig R.",Enzyme Microb Technol. 2021 Apr;145:109748. doi: 10.1016/j.enzmictec.2021.109748. Epub 2021 Jan 28.,Wohlschlager L,Enzyme Microb Technol,2021,2021/3/22,,,10.1016/j.enzmictec.2021.109748
34661708,Enhancement of biotransformation of ginsenosides in white ginseng roots by aerobic co-cultivation of Bacillus subtilis and Trichoderma reesei,"Xie G, Guo BQ, Li XM, Liu S, Liu HX, Wang YZ.",Appl Microbiol Biotechnol. 2021 Nov;105(21-22):8265-8276. doi: 10.1007/s00253-021-11631-1. Epub 2021 Oct 18.,Xie G,Appl Microbiol Biotechnol,2021,2021/10/18,,,10.1007/s00253-021-11631-1
34044062,Enhancing PET hydrolytic enzyme activity by fusion of the cellulose-binding domain of cellobiohydrolase I from Trichoderma reesei,"Dai L, Qu Y, Huang JW, Hu Y, Hu H, Li S, Chen CC, Guo RT.",J Biotechnol. 2021 Jun 20;334:47-50. doi: 10.1016/j.jbiotec.2021.05.006. Epub 2021 May 24.,Dai L,J Biotechnol,2021,2021/5/27,,,10.1016/j.jbiotec.2021.05.006
33846916,Trichoderma-mediated rice straw compost promotes plant growth and imparts stress tolerance,"Sarangi S, Swain H, Adak T, Bhattacharyya P, Mukherjee AK, Kumar G, Mehetre ST.",Environ Sci Pollut Res Int. 2021 Aug;28(32):44014-44027. doi: 10.1007/s11356-021-13701-3. Epub 2021 Apr 12.,Sarangi S,Environ Sci Pollut Res Int,2021,2021/4/13,,,10.1007/s11356-021-13701-3
33226848,Strain improvement of Trichoderma spp. through two-step protoplast fusion for cellulase production enhancement,"Papzan Z, Kowsari M, Javan-Nikkhah M, Gohari AM, Limón MC.",Can J Microbiol. 2021 May;67(5):406-414. doi: 10.1139/cjm-2020-0438. Epub 2020 Nov 23.,Papzan Z,Can J Microbiol,2021,2020/11/23,,,10.1139/cjm-2020-0438
34423900,Improved extraction and purification of the hydrophobin HFBI,"Vereman J, Thysens T, Van Impe J, Derdelinckx G, Van de Voorde I.",Biotechnol J. 2021 Nov;16(11):e2100245. doi: 10.1002/biot.202100245. Epub 2021 Sep 2.,Vereman J,Biotechnol J,2021,2021/8/23,,,10.1002/biot.202100245
34339742,Nanoscale dynamics of cellulose digestion by the cellobiohydrolase TrCel7A,"Haviland ZK, Nong D, Vasquez Kuntz KL, Starr TJ, Ma D, Tien M, Anderson CT, Hancock WO.",J Biol Chem. 2021 Sep;297(3):101029. doi: 10.1016/j.jbc.2021.101029. Epub 2021 Jul 31.,Haviland ZK,J Biol Chem,2021,2021/8/2,PMC8390518,,10.1016/j.jbc.2021.101029
34553251,Characterization and structural analysis of a thermophilic GH11 xylanase from compost metatranscriptome,"Yi Y, Xu S, Kovalevsky A, Zhang X, Liu D, Wan Q.",Appl Microbiol Biotechnol. 2021 Oct;105(20):7757-7767. doi: 10.1007/s00253-021-11587-2. Epub 2021 Sep 23.,Yi Y,Appl Microbiol Biotechnol,2021,2021/9/23,,,10.1007/s00253-021-11587-2
33015742,The Increase of Incomplete Degradation Products of Galactomannan Production by Synergetic Hydrolysis of β-Mannanase and α-Galactosidase,"Yang L, Shi G, Tao Y, Lai C, Li X, Zhou M, Yong Q.",Appl Biochem Biotechnol. 2021 Feb;193(2):405-416. doi: 10.1007/s12010-020-03430-7. Epub 2020 Oct 5.,Yang L,Appl Biochem Biotechnol,2021,2020/10/5,,,10.1007/s12010-020-03430-7
33933454,Quantifying biomolecular hydrophobicity: Single molecule force spectroscopy of class II hydrophobins,"Paananen A, Weich S, Szilvay GR, Leitner M, Tappura K, Ebner A.",J Biol Chem. 2021 Jan-Jun;296:100728. doi: 10.1016/j.jbc.2021.100728. Epub 2021 Apr 30.,Paananen A,J Biol Chem,2021,2021/5/2,PMC8164047,,10.1016/j.jbc.2021.100728
34116763,Construction of novel curdlan-based and Ca(2+)-chelated magnetic microspheres (CCMM) for efficient protein purification and oriented immobilization,"Zhang Y, Qi X, Yao S, Gao S, Xu S, Wang H, Liu X, An Y.",Enzyme Microb Technol. 2021 Aug;148:109802. doi: 10.1016/j.enzmictec.2021.109802. Epub 2021 Apr 21.,Zhang Y,Enzyme Microb Technol,2021,2021/6/12,,,10.1016/j.enzmictec.2021.109802
33675751,A comparative biochemical investigation of the impeding effect of C1-oxidizing LPMOs on cellobiohydrolases,"Keller MB, Badino SF, Røjel N, Sørensen TH, Kari J, McBrayer B, Borch K, Blossom BM, Westh P.",J Biol Chem. 2021 Jan-Jun;296:100504. doi: 10.1016/j.jbc.2021.100504. Epub 2021 Mar 3.,Keller MB,J Biol Chem,2021,2021/3/6,PMC8047454,,10.1016/j.jbc.2021.100504
34116754,Functional expression and characterization of two laccases from the brown rot Fomitopsis pinicola,"Csarman F, Obermann T, Zanjko MC, Man P, Halada P, Seiboth B, Ludwig R.",Enzyme Microb Technol. 2021 Aug;148:109801. doi: 10.1016/j.enzmictec.2021.109801. Epub 2021 Apr 20.,Csarman F,Enzyme Microb Technol,2021,2021/6/12,,,10.1016/j.enzmictec.2021.109801
34685809,The Effect of Specific Soil Microorganisms on Soil Quality Parameters and Organic Matter Content for Cereal Production,"Jurys A, Feizienė D.",Plants (Basel). 2021 Sep 24;10(10):2000. doi: 10.3390/plants10102000.,Jurys A,Plants (Basel),2021,2021/10/23,PMC8539886,,10.3390/plants10102000
33549877,Sustainable green strategy for recovery of glucose from end-of-life euro banknotes,"Yousef S, Kuliešienė N, Sakalauskaitė S, Nenartavičius T, Daugelavičius R.",Waste Manag. 2021 Mar 15;123:23-32. doi: 10.1016/j.wasman.2021.01.007. Epub 2021 Feb 4.,Yousef S,Waste Manag,2021,2021/2/7,,,10.1016/j.wasman.2021.01.007
33245903,Bioactive compounds guided diversity of endophytic fungi from Baliospermum montanum and their potential extracellular enzymes,"Jagannath S, Konappa N, Lokesh A, Bhuvaneshwari, Dasegowda T, Udayashankar AC, Chowdappa S, Cheluviah M, Satapute P, Jogaiah S.",Anal Biochem. 2021 Feb 1;614:114024. doi: 10.1016/j.ab.2020.114024. Epub 2020 Nov 24.,Jagannath S,Anal Biochem,2021,2020/11/27,,,10.1016/j.ab.2020.114024
32841542,Efficient genome editing in filamentous fungi via an improved CRISPR-Cas9 ribonucleoprotein method facilitated by chemical reagents,"Zou G, Xiao M, Chai S, Zhu Z, Wang Y, Zhou Z.",Microb Biotechnol. 2021 Nov;14(6):2343-2355. doi: 10.1111/1751-7915.13652. Epub 2020 Aug 25.,Zou G,Microb Biotechnol,2021,2020/8/26,PMC8601184,,10.1111/1751-7915.13652
33610545,Molecular origins of reduced activity and binding commitment of processive cellulases and associated carbohydrate-binding proteins to cellulose III,"Chundawat SPS, Nemmaru B, Hackl M, Brady SK, Hilton MA, Johnson MM, Chang S, Lang MJ, Huh H, Lee SH, Yarbrough JM, López CA, Gnanakaran S.",J Biol Chem. 2021 Jan-Jun;296:100431. doi: 10.1016/j.jbc.2021.100431. Epub 2021 Feb 19.,Chundawat SPS,J Biol Chem,2021,2021/2/21,PMC8010709,,10.1016/j.jbc.2021.100431
33484321,Surface display of HFBI and DewA hydrophobins on Saccharomyces cerevisiae modifies tolerance to several adverse conditions and biocatalytic performance,"Andreu C, Gómez-Peinado J, Winandy L, Fischer R, Del Olmo ML.",Appl Microbiol Biotechnol. 2021 Feb;105(4):1505-1518. doi: 10.1007/s00253-021-11090-8. Epub 2021 Jan 23.,Andreu C,Appl Microbiol Biotechnol,2021,2021/1/23,,,10.1007/s00253-021-11090-8
33873067,Utilization of starch effluent from a textile industry as a fungal growth supplement for enhanced α-amylase production for industrial application,"Kalia S, Bhattacharya A, Prajapati SK, Malik A.",Chemosphere. 2021 Sep;279:130554. doi: 10.1016/j.chemosphere.2021.130554. Epub 2021 Apr 12.,Kalia S,Chemosphere,2021,2021/4/19,,,10.1016/j.chemosphere.2021.130554
33471292,Exemplifying endophytes of banana (Musa paradisiaca) for their potential role in growth stimulation and management of Fusarium oxysporum f. sp cubense causing panama wilt,"Savani AK, Bhattacharyya A, Boro RC, Dinesh K, Jc NS.",Folia Microbiol (Praha). 2021 Jun;66(3):317-330. doi: 10.1007/s12223-021-00853-5. Epub 2021 Jan 20.,Savani AK,Folia Microbiol (Praha),2021,2021/1/20,,,10.1007/s12223-021-00853-5
34252461,Impact of phenolic compound as activators or inhibitors on the enzymatic hydrolysis of cellulose,"Stamogiannou I, Van Camp J, Smagghe G, Van de Walle D, Dewettinck K, Raes K.",Int J Biol Macromol. 2021 Sep 1;186:174-180. doi: 10.1016/j.ijbiomac.2021.07.052. Epub 2021 Jul 9.,Stamogiannou I,Int J Biol Macromol,2021,2021/7/12,,,10.1016/j.ijbiomac.2021.07.052
33737204,Draft genome of the glucose tolerant β-glucosidase producing rare Aspergillus unguis reveals complete cellulolytic machinery with multiple beta-glucosidase genes,"Kooloth-Valappil P, Christopher M, Sreeja-Raju A, Mathew RM, Kuni-Parambil R, Abraham A, Sankar M, Pandey A, Sukumaran RK.",Fungal Genet Biol. 2021 Jun;151:103551. doi: 10.1016/j.fgb.2021.103551. Epub 2021 Mar 16.,Kooloth-Valappil P,Fungal Genet Biol,2021,2021/3/19,,,10.1016/j.fgb.2021.103551
34018026,Sequential process of solid-state cultivation with fungal consortium and ethanol fermentation by Saccharomyces cerevisiae from sugarcane bagasse,"Brito Codato C, Gaspar Bastos R, Ceccato-Antonini SR.",Bioprocess Biosyst Eng. 2021 Oct;44(10):1-8. doi: 10.1007/s00449-021-02588-6. Epub 2021 May 20.,Brito Codato C,Bioprocess Biosyst Eng,2021,2021/5/21,,,10.1007/s00449-021-02588-6
34653337,Fabrication of Cellulase Catalysts Immobilized on a Nanoscale Hybrid Polyaniline/Cationic Hydrogel Support for the Highly Efficient Catalytic Conversion of Cellulose,"Zarei A, Alihosseini F, Parida D, Nazir R, Gaan S.",ACS Appl Mater Interfaces. 2021 Oct 27;13(42):49816-49827. doi: 10.1021/acsami.1c12263. Epub 2021 Oct 15.,Zarei A,ACS Appl Mater Interfaces,2021,2021/10/15,,,10.1021/acsami.1c12263
33978843,Immobilization of cellulase on monolith supported with Zr(IV)-based metal-organic framework as chiral stationary phase for enantioseparation of five basic drugs in capillary electrochromatography,"Ma M, Zhang J, Li P, Du Y, Gan J, Yang J, Zhang L.",Mikrochim Acta. 2021 May 12;188(6):186. doi: 10.1007/s00604-021-04840-y.,Ma M,Mikrochim Acta,2021,2021/5/12,,,10.1007/s00604-021-04840-y
34436182,A Putative Lignin Copper Oxidase from Trichoderma reesei,"Daou M, Bisotto A, Haon M, Oliveira Correia L, Cottyn B, Drula E, Garajová S, Bertrand E, Record E, Navarro D, Raouche S, Baumberger S, Faulds CB.",J Fungi (Basel). 2021 Aug 7;7(8):643. doi: 10.3390/jof7080643.,Daou M,J Fungi (Basel),2021,2021/8/26,PMC8400822,,10.3390/jof7080643
34047636,"Trichoderma reesei ACE4, a Novel Transcriptional Activator Involved in the Regulation of Cellulase Genes during Growth on Cellulose","Chen Y, Lin A, Liu P, Fan X, Wu C, Li N, Wei L, Wang W, Wei D.",Appl Environ Microbiol. 2021 Jul 13;87(15):e0059321. doi: 10.1128/AEM.00593-21. Epub 2021 Jul 13.,Chen Y,Appl Environ Microbiol,2021,2021/5/28,PMC8276808,,10.1128/AEM.00593-21
33902680,"The characteristics of insoluble softwood substrates affect fungal morphology, secretome composition, and hydrolytic efficiency of enzymes produced by Trichoderma reesei","Novy V, Nielsen F, Cullen D, Sabat G, Houtman CJ, Hunt CG.",Biotechnol Biofuels. 2021 Apr 26;14(1):105. doi: 10.1186/s13068-021-01955-5.,Novy V,Biotechnol Biofuels,2021,2021/4/27,PMC8074412,,10.1186/s13068-021-01955-5
33832521,Rational engineering of xylanase hyper-producing system in Trichoderma reesei for efficient biomass degradation,"Yan S, Xu Y, Yu XW.",Biotechnol Biofuels. 2021 Apr 8;14(1):90. doi: 10.1186/s13068-021-01943-9.,Yan S,Biotechnol Biofuels,2021,2021/4/9,PMC8033665,,10.1186/s13068-021-01943-9
33685506,cAMP activates calcium signalling via phospholipase C to regulate cellulase production in the filamentous fungus Trichoderma reesei,"Chen Y, Fan X, Zhao X, Shen Y, Xu X, Wei L, Wang W, Wei D.",Biotechnol Biofuels. 2021 Mar 8;14(1):62. doi: 10.1186/s13068-021-01914-0.,Chen Y,Biotechnol Biofuels,2021,2021/3/9,PMC7941909,,10.1186/s13068-021-01914-0
34204804,Nanocellulose Production Using Ionic Liquids with Enzymatic Pretreatment,"Babicka M, Woźniak M, Szentner K, Bartkowiak M, Peplińska B, Dwiecki K, Borysiak S, Ratajczak I.",Materials (Basel). 2021 Jun 12;14(12):3264. doi: 10.3390/ma14123264.,Babicka M,Materials (Basel),2021,2021/7/2,PMC8231636,,10.3390/ma14123264
34009590,Genetic Transformation of Trichoderma spp,"Cai F, Kubicek CP, Druzhinina IS.",Methods Mol Biol. 2021;2290:171-185. doi: 10.1007/978-1-0716-1323-8_12.,Cai F,Methods Mol Biol,2021,2021/5/19,,,10.1007/978-1-0716-1323-8_12
34436152,Understanding the Role of Trichoderma reesei Vib1 in Gene Expression during Cellulose Degradation,"Chen X, Song B, Liu M, Qin L, Dong Z.",J Fungi (Basel). 2021 Jul 29;7(8):613. doi: 10.3390/jof7080613.,Chen X,J Fungi (Basel),2021,2021/8/26,PMC8397228,,10.3390/jof7080613
34961038,Optimization of the Multienzyme-Assisted Extraction Procedure of Bioactive Compounds Extracts from Common Buckwheat (Fagopyrum esculentum M.) and Evaluation of Obtained Extracts,"Štreimikytė P, Urbonavičienė D, Balčiūnaitienė A, Viškelis P, Viškelis J.",Plants (Basel). 2021 Nov 24;10(12):2567. doi: 10.3390/plants10122567.,Štreimikytė P,Plants (Basel),2021,2021/12/28,PMC8703388,,10.3390/plants10122567
33165787,Flow Cytometry for Filamentous Fungi,Steiger MG.,Methods Mol Biol. 2021;2234:147-155. doi: 10.1007/978-1-0716-1048-0_13.,Steiger MG,Methods Mol Biol,2021,2020/11/9,,,10.1007/978-1-0716-1048-0_13
33732398,Safety and efficacy of the additive consisting of muramidase produced by Trichoderma reesei DSM 32338 (Balancius™) for use in weaned piglets (DSM Nutritional products Ltd),"EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP); Bampidis V, Azimonti G, Bastos ML, Christensen H, Dusemund B, Fašmon Durjava M, Kouba M, López-Alonso M, López Puente S, Marcon F, Mayo B, Pechová A, Petkova M, Ramos F, Sanz Y, Villa RE, Woutersen R, Cocconcelli PS, Dierick NA, Herman L, Glandorf B, Martelli G, Maradona MP, Saarela M, Galobart J, Pettenati E, Anguita M.",EFSA J. 2021 Mar 8;19(3):e06452. doi: 10.2903/j.efsa.2021.6452. eCollection 2021 Mar.,EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP),EFSA J,2021,2021/3/18,PMC7938612,,10.2903/j.efsa.2021.6452
33664845,"Assessment of the feed additive consisting of endo-1,4-β-xylanase produced by Trichoderma reeseiCBS 114044 (ECONASE(®)XT) for piglets (weaned), chickens reared for laying, chickens for fattening, turkeys for fattening and turkeys reared for breeding for the renewal of its authorisation (Roal Oy)","EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP); Bampidis V, Azimonti G, Bastos ML, Christensen H, Dusemund B, Durjava MF, Kouba M, López-Alonso M, López Puente S, Marcon F, Mayo B, Pechová A, Petkova M, Ramos F, Sanz Y, Villa RE, Woutersen R, Cocconcelli PS, Glandorf BD, Herman L, Maradona MP, Saarela M, Anguita M, Brozzi R, Galobart J, Gregoretti L, Innocenti ML, López-Gálvez G, Vettori MV, Revez J.",EFSA J. 2021 Feb 23;19(2):e06458. doi: 10.2903/j.efsa.2021.6458. eCollection 2021 Feb.,EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP),EFSA J,2021,2021/3/5,PMC7901290,,10.2903/j.efsa.2021.6458
