PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
27538689,The introduction of the fungal D-galacturonate pathway enables the consumption of D-galacturonic acid by Saccharomyces cerevisiae,"Biz A, Sugai-Guérios MH, Kuivanen J, Maaheimo H, Krieger N, Mitchell DA, Richard P.",Microb Cell Fact. 2016 Aug 18;15(1):144. doi: 10.1186/s12934-016-0544-1.,Biz A,Microb Cell Fact,2016,2016/8/20,PMC4990863,,10.1186/s12934-016-0544-1
26666549,Coinfection of Pulmonary Hydatid Cyst and Aspergilloma: Case Report and Systematic Review,"Aliyali M, Badali H, Shokohi T, Moazeni M, Nosrati A, Godazandeh G, Dolatabadi S, Nabili M.",Mycopathologia. 2016 Apr;181(3-4):255-65. doi: 10.1007/s11046-015-9974-2. Epub 2015 Dec 14.,Aliyali M,Mycopathologia,2016,2015/12/16,,,10.1007/s11046-015-9974-2
26592613,Biosensing of glucose in flow injection analysis system based on glucose oxidase-quantum dot modified pencil graphite electrode,"Sağlam Ö, Kızılkaya B, Uysal H, Dilgin Y.",Talanta. 2016 Jan 15;147:315-21. doi: 10.1016/j.talanta.2015.09.050. Epub 2015 Sep 25.,Sağlam Ö,Talanta,2016,2015/11/24,,,10.1016/j.talanta.2015.09.050
27438213,Primary cutaneous aspergillosis and idiopathic bone marrow aplasia,"Furlan KC, Pires MC, Kakizaki P, Chartuni JC, Valente NY.",An Bras Dermatol. 2016 May-Jun;91(3):381-3. doi: 10.1590/abd1806-4841.20164889.,Furlan KC,An Bras Dermatol,2016,2016/7/21,PMC4938290,,10.1590/abd1806-4841.20164889
27723966,Adding Biomolecular Recognition Capability to 3D Printed Objects,"Mandon CA, Blum LJ, Marquette CA.",Anal Chem. 2016 Nov 1;88(21):10767-10772. doi: 10.1021/acs.analchem.6b03426. Epub 2016 Oct 21.,Mandon CA,Anal Chem,2016,2016/10/12,,,10.1021/acs.analchem.6b03426
27614246,"Ligand based pharmacophoric modelling and docking of bioactive pyrazolium 3-nitrophthalate (P3NP) on Bacillus subtilis, Aspergillus fumigatus and Aspergillus niger - Computational and Hirshfeld surface analysis","Balachandar S, Sethuram M, Muthuraja P, Shanmugavadivu T, Dhandapani M.",J Photochem Photobiol B. 2016 Oct;163:352-65. doi: 10.1016/j.jphotobiol.2016.08.045. Epub 2016 Aug 31.,Balachandar S,J Photochem Photobiol B,2016,2016/9/11,,,10.1016/j.jphotobiol.2016.08.045
27350657,Identification and quantification of antifungal compounds produced by lactic acid bacteria and propionibacteria,"Le Lay C, Coton E, Le Blay G, Chobert JM, Haertlé T, Choiset Y, Van Long NN, Meslet-Cladière L, Mounier J.",Int J Food Microbiol. 2016 Dec 19;239:79-85. doi: 10.1016/j.ijfoodmicro.2016.06.020. Epub 2016 Jun 20.,Le Lay C,Int J Food Microbiol,2016,2016/6/29,,,10.1016/j.ijfoodmicro.2016.06.020
27418477,Mass spectrometry locates local and allosteric conformational changes that occur on cofactor binding,"Beveridge R, Migas LG, Payne KAP, Scrutton NS, Leys D, Barran PE.",Nat Commun. 2016 Jul 15;7:12163. doi: 10.1038/ncomms12163.,Beveridge R,Nat Commun,2016,2016/7/16,PMC4947166,,10.1038/ncomms12163
27373657,"Hyrtinadines C and D, New Azepinoindole-Type Alkaloids from a Marine Sponge Hyrtios sp","Kubota T, Nakamura K, Sakai K, Fromont J, Gonoi T, Kobayashi J.",Chem Pharm Bull (Tokyo). 2016;64(7):975-8. doi: 10.1248/cpb.c16-00201.,Kubota T,Chem Pharm Bull (Tokyo),2016,2016/7/5,,,10.1248/cpb.c16-00201
27150476,"Facile Synthesis, Characterization, and Antimicrobial Evaluation of Novel Heterocycles, Schiff Bases, and N-Nucleosides Bearing Phthalazine Moiety","Azab ME, Rizk SA, Mahmoud NF.",Chem Pharm Bull (Tokyo). 2016;64(5):439-50. doi: 10.1248/cpb.c15-01005.,Azab ME,Chem Pharm Bull (Tokyo),2016,2016/5/7,,,10.1248/cpb.c15-01005
26683700,Transport and metabolism of fumaric acid in Saccharomyces cerevisiae in aerobic glucose-limited chemostat culture,"Shah MV, van Mastrigt O, Heijnen JJ, van Gulik WM.",Yeast. 2016 Apr;33(4):145-61. doi: 10.1002/yea.3148. Epub 2016 Feb 15.,Shah MV,Yeast,2016,2015/12/20,,,10.1002/yea.3148
26608478,"Effect of zinc bacitracin and phytase on growth performance, nutrient digestibility, carcass and meat traits of broilers","Attia YA, Bovera F, Abd El-Hamid AE, Tag El-Din AE, Al-Harthi MA, El-Shafy AS.",J Anim Physiol Anim Nutr (Berl). 2016 Jun;100(3):485-91. doi: 10.1111/jpn.12397. Epub 2015 Nov 26.,Attia YA,J Anim Physiol Anim Nutr (Berl),2016,2015/11/27,,,10.1111/jpn.12397
27801788,Molecular Dynamic Studies of the Complex Polyethylenimine and Glucose Oxidase,"Szefler B, Diudea MV, Putz MV, Grudzinski IP.",Int J Mol Sci. 2016 Oct 27;17(11):1796. doi: 10.3390/ijms17111796.,Szefler B,Int J Mol Sci,2016,2016/11/2,PMC5133797,,10.3390/ijms17111796
26663099,Reprogramming the Biosynthesis of Cyclodepsipeptide Synthetases to Obtain New Enniatins and Beauvericins,"Zobel S, Boecker S, Kulke D, Heimbach D, Meyer V, Süssmuth RD.",Chembiochem. 2016 Feb 15;17(4):283-7. doi: 10.1002/cbic.201500649. Epub 2016 Jan 5.,Zobel S,Chembiochem,2016,2015/12/15,,,10.1002/cbic.201500649
27233127,Effect of changing the nanoscale environment on activity and stability of nitrate reductase,"Sachdeva V, Hooda V.",Enzyme Microb Technol. 2016 Jul;89:52-62. doi: 10.1016/j.enzmictec.2016.03.007. Epub 2016 Mar 22.,Sachdeva V,Enzyme Microb Technol,2016,2016/5/29,,,10.1016/j.enzmictec.2016.03.007
26114308,"1-Substituted carbamoyl and thiocarbamoyl-4,5-dihydro-1H-pyrazoles as possible cytotoxic and antimicrobial agents","Khan KA, Faidallah HM.",J Enzyme Inhib Med Chem. 2016 Aug;31(4):619-27. doi: 10.3109/14756366.2015.1057717. Epub 2015 Jun 26.,Khan KA,J Enzyme Inhib Med Chem,2016,2015/6/27,,,10.3109/14756366.2015.1057717
27639236,Soybean protein as a cost-effective lignin-blocking additive for the saccharification of sugarcane bagasse,"Florencio C, Badino AC, Farinas CS.",Bioresour Technol. 2016 Dec;221:172-180. doi: 10.1016/j.biortech.2016.09.039. Epub 2016 Sep 12.,Florencio C,Bioresour Technol,2016,2016/9/18,,,10.1016/j.biortech.2016.09.039
26995612,The potentiality of cross-linked fungal chitosan to control water contamination through bioactive filtration,"Tayel AA, El-Tras WF, Elguindy NM.",Int J Biol Macromol. 2016 Jul;88:59-65. doi: 10.1016/j.ijbiomac.2016.03.018. Epub 2016 Mar 17.,Tayel AA,Int J Biol Macromol,2016,2016/3/21,,,10.1016/j.ijbiomac.2016.03.018
27537869,"Phytochemical Profile and Evaluation of the Biological Activities of Essential Oils Derived from the Greek Aromatic Plant Species Ocimum basilicum, Mentha spicata, Pimpinella anisum and Fortunella margarita","Fitsiou E, Mitropoulou G, Spyridopoulou K, Tiptiri-Kourpeti A, Vamvakias M, Bardouki H, Panayiotidis MΙ, Galanis A, Kourkoutas Y, Chlichlia K, Pappa A.",Molecules. 2016 Aug 16;21(8):1069. doi: 10.3390/molecules21081069.,Fitsiou E,Molecules,2016,2016/8/19,PMC6274325,,10.3390/molecules21081069
26434567,"Effects of Aspergillus niger fermented rapeseed meal on nutrient digestibility, growth performance and serum parameters in growing pigs","Shi C, He J, Wang J, Yu J, Yu B, Mao X, Zheng P, Huang Z, Chen D.",Anim Sci J. 2016 Apr;87(4):557-63. doi: 10.1111/asj.12457. Epub 2015 Oct 5.,Shi C,Anim Sci J,2016,2015/10/6,,,10.1111/asj.12457
29727190,[Surface display of pectinesterase on Saccharomyces cerevisiae for efficient bioethanol production from sweet potato starch],"Chen X, Xiao Y, Shen W, FAn Y.",Wei Sheng Wu Xue Bao. 2016 Jun 4;56(6):922-31.,Chen X,Wei Sheng Wu Xue Bao,2016,2018/5/5,,,
27250790,"Synthesis, in Vivo Anti-inflammatory, and in Vitro Antimicrobial Activity of New 5-Benzofuranyl Fused Pyrimidines","Nassar E, El-Badry YA, El Kazaz H.",Chem Pharm Bull (Tokyo). 2016;64(6):558-63. doi: 10.1248/cpb.c15-00922.,Nassar E,Chem Pharm Bull (Tokyo),2016,2016/6/3,,,10.1248/cpb.c15-00922
26717022,"Design, synthesis and in-vitro evaluation of novel tetrahydroquinoline carbamates as HIV-1 RT inhibitor and their antifungal activity","Chander S, Ashok P, Zheng YT, Wang P, Raja KS, Taneja A, Murugesan S.",Bioorg Chem. 2016 Feb;64:66-73. doi: 10.1016/j.bioorg.2015.12.005. Epub 2015 Dec 17.,Chander S,Bioorg Chem,2016,2015/12/31,,,10.1016/j.bioorg.2015.12.005
27749840,A tissue checkpoint regulates type 2 immunity,"Van Dyken SJ, Nussbaum JC, Lee J, Molofsky AB, Liang HE, Pollack JL, Gate RE, Haliburton GE, Ye CJ, Marson A, Erle DJ, Locksley RM.",Nat Immunol. 2016 Dec;17(12):1381-1387. doi: 10.1038/ni.3582. Epub 2016 Oct 17.,Van Dyken SJ,Nat Immunol,2016,2016/11/1,PMC5275767,NIHMS842146,10.1038/ni.3582
27247901,Aspergillus leaf spot of field bindweed (Convolvulus arvensis L.) caused by Aspergillus niger in China,"Zhang X, Xi H, Lin K, Liu Z, Yu Y, Sun Y, Zhao J.",Springerplus. 2016 May 12;5:605. doi: 10.1186/s40064-016-2292-4. eCollection 2016.,Zhang X,Springerplus,2016,2016/6/2,PMC4864741,,10.1186/s40064-016-2292-4
28330308,Construction of Aspergillus niger integrated with cellulase gene from Ampullaria gigas Spix for improved enzyme production and saccharification of alkaline-pretreated rice straw,"Yang P, Zhang H, Cao L, Zheng Z, Jiang S.",3 Biotech. 2016 Dec;6(2):236. doi: 10.1007/s13205-016-0545-0. Epub 2016 Nov 4.,Yang P,3 Biotech,2016,2017/3/24,PMC5095100,,10.1007/s13205-016-0545-0
27709021,"Fungistatic effect of hydroxychloroquine, lessons from a case",Keshavarzi F.,Med Mycol Case Rep. 2016 Sep 21;13:17-18. doi: 10.1016/j.mmcr.2016.09.003. eCollection 2016 Sep.,Keshavarzi F,Med Mycol Case Rep,2016,2016/10/7,PMC5040643,,10.1016/j.mmcr.2016.09.003
26893421,Draft Genome Sequence of Aspergillus niger Strain An76,"Gong W, Cheng Z, Zhang H, Liu L, Gao P, Wang L.",Genome Announc. 2016 Feb 18;4(1):e01700-15. doi: 10.1128/genomeA.01700-15.,Gong W,Genome Announc,2016,2016/2/20,PMC4759068,,10.1128/genomeA.01700-15
27419196,Secretome data from Trichoderma reesei and Aspergillus niger cultivated in submerged and sequential fermentation methods,"Florencio C, Cunha FM, Badino AC, Farinas CS, Ximenes E, Ladisch MR.",Data Brief. 2016 Jun 8;8:588-98. doi: 10.1016/j.dib.2016.05.080. eCollection 2016 Sep.,Florencio C,Data Brief,2016,2016/7/16,PMC4936598,,10.1016/j.dib.2016.05.080
27667988,Variation in Fumonisin and Ochratoxin Production Associated with Differences in Biosynthetic Gene Content in Aspergillus niger and A. welwitschiae Isolates from Multiple Crop and Geographic Origins,"Susca A, Proctor RH, Morelli M, Haidukowski M, Gallo A, Logrieco AF, Moretti A.",Front Microbiol. 2016 Sep 9;7:1412. doi: 10.3389/fmicb.2016.01412. eCollection 2016.,Susca A,Front Microbiol,2016,2016/9/27,PMC5016791,,10.3389/fmicb.2016.01412
27033543,Engineering a filamentous fungus for L-rhamnose extraction,"Kuivanen J, Richard P.",AMB Express. 2016 Mar;6(1):27. doi: 10.1186/s13568-016-0198-8. Epub 2016 Mar 31.,Kuivanen J,AMB Express,2016,2016/4/2,PMC4816940,,10.1186/s13568-016-0198-8
27604045,Characterization of Aspergillus section Nigri species populations in vineyard soil using droplet digital PCR,"Palumbo JD, O'Keeffe TL, Fidelibus MW.",Lett Appl Microbiol. 2016 Dec;63(6):458-465. doi: 10.1111/lam.12667. Epub 2016 Oct 24.,Palumbo JD,Lett Appl Microbiol,2016,2016/9/8,,,10.1111/lam.12667
27335681,Characterization of a starch-hydrolyzing α-amylase produced by Aspergillus niger WLB42 mutated by ethyl methanesulfonate treatment,"Wang S, Lin C, Liu Y, Shen Z, Jeyaseelan J, Qin W.",Int J Biochem Mol Biol. 2016 Jun 1;7(1):1-10. eCollection 2016.,Wang S,Int J Biochem Mol Biol,2016,2016/6/24,PMC4913226,,
27092115,"Hide, Keep Quiet, and Keep Low: Properties That Make Aspergillus fumigatus a Successful Lung Pathogen","Escobar N, Ordonez SR, Wösten HA, Haas PJ, de Cock H, Haagsman HP.",Front Microbiol. 2016 Apr 6;7:438. doi: 10.3389/fmicb.2016.00438. eCollection 2016.,Escobar N,Front Microbiol,2016,2016/4/20,PMC4821987,,10.3389/fmicb.2016.00438
27054181,Data on the presence or absence of genes encoding essential proteins for ochratoxin and fumonisin biosynthesis in Aspergillus niger and Aspergillus welwitschiae,"Massi FP, Sartori D, Ferranti Lde S, Iamanaka BT, Taniwaki MH, Vieira ML, Fungaro MH.",Data Brief. 2016 Mar 10;7:704-8. doi: 10.1016/j.dib.2016.03.016. eCollection 2016 Jun.,Massi FP,Data Brief,2016,2016/4/8,PMC4802528,,10.1016/j.dib.2016.03.016
28330237,Biocatalytic activity of Aspergillus niger xylanase in paper pulp biobleaching,"Sridevi A, Sandhya A, Ramanjaneyulu G, Narasimha G, Devi PS.",3 Biotech. 2016 Dec;6(2):165. doi: 10.1007/s13205-016-0480-0. Epub 2016 Aug 11.,Sridevi A,3 Biotech,2016,2017/3/24,PMC4980834,,10.1007/s13205-016-0480-0
27764204,Correction: Improving the Secretory Expression of an α-Galactosidase from Aspergillus niger in Pichia pastoris,PLOS ONE Staff.,PLoS One. 2016 Oct 20;11(10):e0165186. doi: 10.1371/journal.pone.0165186. eCollection 2016.,PLOS ONE Staff,PLoS One,2016,2016/10/21,PMC5072550,,10.1371/journal.pone.0165186
27446237,Identification and functional characterization of novel xylose transporters from the cell factories Aspergillus niger and Trichoderma reesei,"Sloothaak J, Tamayo-Ramos JA, Odoni DI, Laothanachareon T, Derntl C, Mach-Aigner AR, Martins Dos Santos VAP, Schaap PJ.",Biotechnol Biofuels. 2016 Jul 20;9:148. doi: 10.1186/s13068-016-0564-4. eCollection 2016.,Sloothaak J,Biotechnol Biofuels,2016,2016/7/23,PMC4955148,,10.1186/s13068-016-0564-4
28952576,Biodiesel Production by Aspergillus niger Lipase Immobilized on Barium Ferrite Magnetic Nanoparticles,"El-Batal AI, Farrag AA, Elsayed MA, El-Khawaga AM.",Bioengineering (Basel). 2016 May 12;3(2):14. doi: 10.3390/bioengineering3020014.,El-Batal AI,Bioengineering (Basel),2016,2017/9/28,PMC5597138,,10.3390/bioengineering3020014
26875555,Characterizing MttA as a mitochondrial cis-aconitic acid transporter by metabolic engineering,"Steiger MG, Punt PJ, Ram AFJ, Mattanovich D, Sauer M.",Metab Eng. 2016 May;35:95-104. doi: 10.1016/j.ymben.2016.02.003. Epub 2016 Feb 10.,Steiger MG,Metab Eng,2016,2016/2/16,,,10.1016/j.ymben.2016.02.003
27358625,"PCR-Internal Transcribed Spacer (ITS) genes sequencing and phylogenetic analysis of clinical and environmental Aspergillus species associated with HIV-TB co infected patients in a hospital in Abeokuta, southwestern Nigeria","Shittu OB, Adelaja OM, Obuotor TM, Sam-Wobo SO, Adenaike AS.",Afr Health Sci. 2016 Mar;16(1):141-8. doi: 10.4314/ahs.v16i1.19.,Shittu OB,Afr Health Sci,2016,2016/7/1,PMC4915417,,10.4314/ahs.v16i1.19
28066399,Aspergillus niger PA2 Tyrosinase Covalently Immobilized on a Novel Eco-Friendly Bio-Composite of Chitosan-Gelatin and Its Evaluation for L-DOPA Production,"Agarwal P, Dubey S, Singh M, Singh RP.",Front Microbiol. 2016 Dec 22;7:2088. doi: 10.3389/fmicb.2016.02088. eCollection 2016.,Agarwal P,Front Microbiol,2016,2017/1/10,PMC5177867,,10.3389/fmicb.2016.02088
28330084,Covalent immobilization of microbial naringinase using novel thermally stable biopolymer for hydrolysis of naringin,"Awad GEA, Abd El Aty AA, Shehata AN, Hassan ME, Elnashar MM.",3 Biotech. 2016 Jun;6(1):14. doi: 10.1007/s13205-015-0338-x. Epub 2016 Jan 6.,Awad GEA,3 Biotech,2016,2017/3/24,PMC4703588,,10.1007/s13205-015-0338-x
28154484,Analysis of the MAT1-1 and MAT1-2 Gene Ratio in Black Koji Molds Isolated from Meju,"Mageswari A, Kim JS, Cheon KH, Kwon SW, Yamada O, Hong SB.",Mycobiology. 2016 Dec;44(4):269-276. doi: 10.5941/MYCO.2016.44.4.269. Epub 2016 Dec 31.,Mageswari A,Mycobiology,2016,2017/2/4,PMC5287159,,10.5941/MYCO.2016.44.4.269
27721510,β-galactosidase Production by Aspergillus niger ATCC 9142 Using Inexpensive Substrates in Solid-State Fermentation: Optimization by Orthogonal Arrays Design,"Kazemi S, Khayati G, Faezi-Ghasemi M.",Iran Biomed J. 2016;20(5):287-294. doi: 10.22045/ibj.2016.06. Epub 2016 May 25.,Kazemi S,Iran Biomed J,2016,2016/10/11,PMC5075142,,10.22045/ibj.2016.06
27800146,Antimicrobial Activity of Biocompatible Microemulsions Against Aspergillus niger and Herpes Simplex Virus Type 2,"Alkhatib MH, Aly MM, Rahbeni RA, Balamash KS.",Jundishapur J Microbiol. 2016 Sep 3;9(9):e37437. doi: 10.5812/jjm.37437. eCollection 2016 Sep.,Alkhatib MH,Jundishapur J Microbiol,2016,2016/11/2,PMC5086078,,10.5812/jjm.37437
28712234,Anti-Infective Potential Of A Medicinal Plant Pimpenella Stewartii Used Traditionally In Hazara,"Gul F, Hassan M.",J Ayub Med Coll Abbottabad. 2016 Jul-Sep;28(3):555-558.,Gul F,J Ayub Med Coll Abbottabad,2016,2017/7/17,,,
26780227,"The roles of the zinc finger transcription factors XlnR, ClrA and ClrB in the breakdown of lignocellulose by Aspergillus niger","Raulo R, Kokolski M, Archer DB.",AMB Express. 2016 Mar;6(1):5. doi: 10.1186/s13568-016-0177-0. Epub 2016 Jan 16.,Raulo R,AMB Express,2016,2016/1/19,PMC4715039,,10.1186/s13568-016-0177-0
27283611,Use of oil-in-water emulsions to control fungal deterioration of strawberry jams,"Ribes S, Fuentes A, Talens P, Barat JM.",Food Chem. 2016 Nov 15;211:92-9. doi: 10.1016/j.foodchem.2016.05.040. Epub 2016 May 6.,Ribes S,Food Chem,2016,2016/6/11,,,10.1016/j.foodchem.2016.05.040
27010410,Occurrence of moulds from bee pollen in Central Italy--A preliminary study,"Nardoni S, D'Ascenzi C, Rocchigiani G, Moretti V, Mancianti F.",Ann Agric Environ Med. 2016;23(1):103-5. doi: 10.5604/12321966.1196862.,Nardoni S,Ann Agric Environ Med,2016,2016/3/25,,,10.5604/12321966.1196862
27904060,[Causative Agents of Aspergillosis Including Cryptic Aspergillus Species and A. fumigatus],Toyotome T.,Med Mycol J. 2016;57(4):J149-J154. doi: 10.3314/mmj.16.005.,Toyotome T,Med Mycol J,2016,2016/12/2,,,10.3314/mmj.16.005
27203680,Efficacy of different caffeine concentrations on growth and ochratoxin A production by Aspergillus species,"Akbar A, Medina A, Magan N.",Lett Appl Microbiol. 2016 Jul;63(1):25-9. doi: 10.1111/lam.12586. Epub 2016 Jun 3.,Akbar A,Lett Appl Microbiol,2016,2016/5/21,,,10.1111/lam.12586
27413191,Species Distribution and In Vitro Azole Susceptibility of Aspergillus Section Nigri Isolates from Clinical and Environmental Settings,"Iatta R, Nuccio F, Immediato D, Mosca A, De Carlo C, Miragliotta G, Parisi A, Crescenzo G, Otranto D, Cafarchia C.",J Clin Microbiol. 2016 Sep;54(9):2365-72. doi: 10.1128/JCM.01075-16. Epub 2016 Jul 13.,Iatta R,J Clin Microbiol,2016,2016/7/15,PMC5005483,,10.1128/JCM.01075-16
27528087,Synthesis of structured triacylglycerols enriched in n-3 fatty acids by immobilized microbial lipase,"Araújo ME, Campos PR, Alberto TG, Contesini FJ, Carvalho PO.",Braz J Microbiol. 2016 Oct-Dec;47(4):1006-1013. doi: 10.1016/j.bjm.2016.07.003. Epub 2016 Jul 19.,Araújo ME,Braz J Microbiol,2016,2016/8/17,PMC5052365,,10.1016/j.bjm.2016.07.003
30263259,Prickly palm cactus husk as a raw material for production of ligninolytic enzymes by Aspergillus niger,"Dos Santos TC, Dos Santos Reis N, Silva TP, Pereira Machado FP, Ferereira Bonomo RC, Franco M.",Food Sci Biotechnol. 2016 Feb 29;25(1):205-211. doi: 10.1007/s10068-016-0031-9. eCollection 2016.,Dos Santos TC,Food Sci Biotechnol,2016,2018/9/29,PMC6049362,,10.1007/s10068-016-0031-9
29062935,FunGeneClusterS: Predicting fungal gene clusters from genome and transcriptome data,"Vesth TC, Brandl J, Andersen MR.",Synth Syst Biotechnol. 2016 Feb 23;1(2):122-129. doi: 10.1016/j.synbio.2016.01.002. eCollection 2016 Jun.,Vesth TC,Synth Syst Biotechnol,2016,2017/10/25,PMC5640693,,10.1016/j.synbio.2016.01.002
30647623,Optimization of lovastatin production from Aspergillus fumigatus,"Mouafi FE, Ibrahim GS, Abo Elsoud MM.",J Genet Eng Biotechnol. 2016 Dec;14(2):253-259. doi: 10.1016/j.jgeb.2016.10.006. Epub 2016 Nov 4.,Mouafi FE,J Genet Eng Biotechnol,2016,2019/1/17,PMC6299852,,10.1016/j.jgeb.2016.10.006
27746309,"Fungal elicitors enhance ginsenosides biosynthesis, expression of functional genes as well as signal molecules accumulation in adventitious roots of Panax ginseng C. A. Mey","Li J, Liu S, Wang J, Li J, Liu D, Li J, Gao W.",J Biotechnol. 2016 Dec 10;239:106-114. doi: 10.1016/j.jbiotec.2016.10.011. Epub 2016 Oct 13.,Li J,J Biotechnol,2016,2016/10/18,,,10.1016/j.jbiotec.2016.10.011
26814977,Survey of Philippine coffee beans for the presence of ochratoxigenic fungi,"Alvindia DG, de Guzman MF.",Mycotoxin Res. 2016 May;32(2):61-7. doi: 10.1007/s12550-016-0240-3. Epub 2016 Jan 27.,Alvindia DG,Mycotoxin Res,2016,2016/1/28,,,10.1007/s12550-016-0240-3
26615417,In Vitro Activities of Five Antifungal Drugs Against Opportunistic Agents of Aspergillus Nigri Complex,"Badali H, Fakhim H, Zarei F, Nabili M, Vaezi A, Poorzad N, Dolatabadi S, Mirhendi H.",Mycopathologia. 2016 Apr;181(3-4):235-40. doi: 10.1007/s11046-015-9968-0. Epub 2015 Nov 28.,Badali H,Mycopathologia,2016,2015/11/30,,,10.1007/s11046-015-9968-0
29767005,Effect of indigenous fungi on ochratoxin A produced by two species of Penicillium,"Vankudoth KR, Boda A, Sivadevuni G, Solipuram MR.",Anim Nutr. 2016 Sep;2(3):225-228. doi: 10.1016/j.aninu.2016.04.004. Epub 2016 Apr 22.,Vankudoth KR,Anim Nutr,2016,2018/5/17,PMC5941014,,10.1016/j.aninu.2016.04.004
27179818,"Pharmacokinetic/pharmacodynamic analysis of voriconazole against Candida spp. and Aspergillus spp. in children, adolescents and adults by Monte Carlo simulation","Xu G, Zhu L, Ge T, Liao S, Li N, Qi F.",Int J Antimicrob Agents. 2016 Jun;47(6):439-45. doi: 10.1016/j.ijantimicag.2016.02.016. Epub 2016 Apr 22.,Xu G,Int J Antimicrob Agents,2016,2016/5/16,,,10.1016/j.ijantimicag.2016.02.016
28330199,Optimization of fermentation media and growth conditions for microbial xylanase production,"Kalim B, Ali NM.",3 Biotech. 2016 Dec;6(2):122. doi: 10.1007/s13205-016-0445-3. Epub 2016 Jun 3.,Kalim B,3 Biotech,2016,2017/3/24,PMC4909030,,10.1007/s13205-016-0445-3
26974576,Fermentation enhances Ginkgo biloba protective role on gamma-irradiation induced neuroinflammatory gene expression and stress hormones in rat brain,"Ismail AF, El-Sonbaty SM.",J Photochem Photobiol B. 2016 May;158:154-63. doi: 10.1016/j.jphotobiol.2016.02.039. Epub 2016 Mar 4.,Ismail AF,J Photochem Photobiol B,2016,2016/3/15,,,10.1016/j.jphotobiol.2016.02.039
27092289,"Fungal Biodeterioration, Aflatoxin Contamination, and Nutrient Value of ""Suya Spices""","Jonathan SG, Adeniyi MA, Asemoloye MD.",Scientifica (Cairo). 2016;2016:4602036. doi: 10.1155/2016/4602036. Epub 2016 Mar 22.,Jonathan SG,Scientifica (Cairo),2016,2016/4/20,PMC4820623,,10.1155/2016/4602036
27185182,Comparative transcriptome analysis revealing dormant conidia and germination associated genes in Aspergillus species: an essential role for AtfA in conidial dormancy,"Hagiwara D, Takahashi H, Kusuya Y, Kawamoto S, Kamei K, Gonoi T.",BMC Genomics. 2016 May 17;17:358. doi: 10.1186/s12864-016-2689-z.,Hagiwara D,BMC Genomics,2016,2016/5/18,PMC4869263,,10.1186/s12864-016-2689-z
27199544,Phylogenetic and Structural Analysis of Polyketide Synthases in Aspergilli,"Bhetariya PJ, Prajapati M, Bhaduri A, Mandal RS, Varma A, Madan T, Singh Y, Sarma PU.",Evol Bioinform Online. 2016 May 10;12:109-19. doi: 10.4137/EBO.S32694. eCollection 2016.,Bhetariya PJ,Evol Bioinform Online,2016,2016/5/21,PMC4863872,,10.4137/EBO.S32694
27651094,Genome sequence of Aspergillus luchuensis NBRC 4314,"Yamada O, Machida M, Hosoyama A, Goto M, Takahashi T, Futagami T, Yamagata Y, Takeuchi M, Kobayashi T, Koike H, Abe K, Asai K, Arita M, Fujita N, Fukuda K, Higa KI, Horikawa H, Ishikawa T, Jinno K, Kato Y, Kirimura K, Mizutani O, Nakasone K, Sano M, Shiraishi Y, Tsukahara M, Gomi K.",DNA Res. 2016 Dec;23(6):507-515. doi: 10.1093/dnares/dsw032. Epub 2016 Sep 20.,Yamada O,DNA Res,2016,2016/9/22,PMC5144674,,10.1093/dnares/dsw032
27491030,Application of UV-Vis spectrophotometric process for the assessment of indoloacridines as free radical scavenger,"Sridharan M, Prasad KJR, Madhumitha G, Al-Dhabi NA, Arasu MV.",J Photochem Photobiol B. 2016 Sep;162:641-645. doi: 10.1016/j.jphotobiol.2016.07.026. Epub 2016 Jul 26.,Sridharan M,J Photochem Photobiol B,2016,2016/8/5,,,10.1016/j.jphotobiol.2016.07.026
27492129,Highly Efficient Synthesis of Fructooligosaccharides by Extracellular Fructooligosaccharide-Producing Enzymes and Immobilized Cells of Aspergillus aculeatus M105 and Purification and Biochemical Characterization of a Fructosyltransferase from the Fungus,"Huang MP, Wu M, Xu QS, Mo DJ, Feng JX.",J Agric Food Chem. 2016 Aug 24;64(33):6425-32. doi: 10.1021/acs.jafc.6b02115. Epub 2016 Aug 11.,Huang MP,J Agric Food Chem,2016,2016/8/6,,,10.1021/acs.jafc.6b02115
27417327,Assessment of relevant fungal species in clinical solid wastes,"Noman EA, Al-Gheethi AA, Rahman NN, Nagao H, Ab Kadir MO.",Environ Sci Pollut Res Int. 2016 Oct;23(19):19806-24. doi: 10.1007/s11356-016-7161-8. Epub 2016 Jul 14.,Noman EA,Environ Sci Pollut Res Int,2016,2016/7/16,,,10.1007/s11356-016-7161-8
27046629,Characterization of thermophilic fungal community associated with pile fermentation of Pu-erh tea,"Zhang W, Yang R, Fang W, Yan L, Lu J, Sheng J, Lv J.",Int J Food Microbiol. 2016 Jun 16;227:29-33. doi: 10.1016/j.ijfoodmicro.2016.03.025. Epub 2016 Mar 26.,Zhang W,Int J Food Microbiol,2016,2016/4/6,,,10.1016/j.ijfoodmicro.2016.03.025
